virus,model,loghi,postvax,proxy,loghr,se,loghr_low,loghr_high,prot,prot_low,prot_high,se_wrong,loghr_low_wrong,loghr_high_wrong,prot_low_wrong,prot_high_wrong
A H1N1pdm09,sophia,0.1914,-1.4180379124341003,0,0.4459408095771886,0.2560301562933294,-0.05586907571389799,0.9477506948682752,-0.5619590107832613,-1.579900145444054,0.05433706196907917,0.20034845932182369,0.053265044948326234,0.838616574206051,-1.3131646705444173,-0.05470915340965421
A H1N1pdm09,sophia,0.2001,-1.4093379124341003,0,0.44320485660350406,0.2544593503647852,-0.05552630564093386,0.941936018847942,-0.5576914050293367,-1.5649423913246028,0.054012861454868166,0.20034845932182369,0.05052909197464167,0.8358806212323664,-1.306844610421431,-0.05182746264777505
A H1N1pdm09,sophia,0.20879999999999999,-1.4006379124341004,0,0.4404689036298195,0.252888544436241,-0.05518353556796979,0.9361213428276087,-0.553435459286171,-1.5500713593244915,0.05368854979537563,0.20034845932182369,0.04779313900095711,0.8331446682586818,-1.3005418180530781,-0.048953645280774616
A H1N1pdm09,sophia,0.21749999999999997,-1.3919379124341003,0,0.4377329506561349,0.25131773850769673,-0.05484076549500566,0.9303066668072755,-0.5491911416961237,-1.5352865466459118,0.053364126952497926,0.20034845932182369,0.04505718602727249,0.8304087152849973,-1.2942562462601641,-0.04608767979685613
A H1N1pdm09,sophia,0.22619999999999998,-1.3832379124341003,0,0.43499699768245037,0.2497469325791525,-0.054497995422041534,0.9244919907869422,-0.544958420488596,-1.5205874534061792,0.05303959288811799,0.20034845932182369,0.04232123305358798,0.8276727623113127,-1.2879878479923965,-0.043229544742996895
A H1N1pdm09,sophia,0.2349,-1.3745379124341004,0,0.4322610447087658,0.2481761266506083,-0.05415522534907741,0.918677314766609,-0.5407372639797929,-1.5059735826208298,0.052714947564105996,0.20034845932182369,0.03958528007990342,0.8249368093376281,-1.281736576328036,-0.040379218724789334
A H1N1pdm09,sophia,0.24359999999999998,-1.3658379124341002,0,0.4295250917350812,0.24660532072206404,-0.05381245527611328,0.9128626387462757,-0.5365276405724866,-1.4914444401868185,0.05239019094231889,0.20034845932182369,0.0368493271062188,0.8222008563639436,-1.2755023844735427,-0.03753668040627933
A H1N1pdm09,sophia,0.25229999999999997,-1.3571379124341003,0,0.4267891387613966,0.24503451479351981,-0.05346968520314915,0.9070479627259425,-0.5323295187557795,-1.4769995348658131,0.05206532298460065,0.20034845932182369,0.034113374132534235,0.819464903390259,-1.2692852257632263,-0.034701908509807255
A H1N1pdm09,sophia,0.261,-1.3484379124341004,0,0.42405318578771206,0.2434637088649756,-0.05312691513018508,0.9012332867056092,-0.5281428671048687,-1.4626383782675831,0.05174034365278213,0.20034845932182369,0.03137742115884967,0.8167289504165745,-1.2630850536588976,-0.031874881815848743
A H1N1pdm09,sophia,0.2697,-1.3397379124341002,0,0.42131723281402744,0.24189290293643134,-0.052784145057220955,0.8954186106852758,-0.5239676542808105,-1.4483604848334903,0.051415252908680986,0.20034845932182369,0.028641468185165053,0.8139929974428899,-1.2569018217495196,-0.029055579162855727
A H1N1pdm09,sophia,0.2784,-1.3310379124341003,0,0.4185812798403429,0.24032209700788712,-0.05244137498425683,0.8896039346649426,-0.5198038490302856,-1.434165371820069,0.05109005071410189,0.20034845932182369,0.02590551521148049,0.8112570444692053,-1.25073548375086,-0.026243979447097887
A H1N1pdm09,sophia,0.28709999999999997,-1.3223379124341004,0,0.41584532686665837,0.2387512910793429,-0.0520986049112927,0.8837892586446094,-0.5156514201853661,-1.4200525592827065,0.05076473703083639,0.20034845932182369,0.023169562237795982,0.8085210914955208,-1.2445859935051455,-0.023440061622504782
A H1N1pdm09,sophia,0.29579999999999995,-1.3136379124341002,0,0.41310937389297375,0.23718048515079865,-0.051755834838328574,0.8779745826242761,-0.5115103366632809,-1.4060215700594125,0.05043931182066308,0.20034845932182369,0.020433609264111363,0.8057851385218362,-1.2384533049807152,-0.020643804700508417
A H1N1pdm09,sophia,0.3045,-1.3049379124341003,0,0.4103734209192892,0.23560967922225443,-0.05141306476536445,0.8721599066039428,-0.507380567466184,-1.3920719297546906,0.050113775045347086,0.20034845932182369,0.0176976562904268,0.8030491855481516,-1.2323373722716764,-0.01785518774988626
A H1N1pdm09,sophia,0.3132,-1.2962379124341004,0,0.4076374679456046,0.23403887329371023,-0.05107029469240043,0.8663452305836097,-0.5032620816809219,-1.3782031667234946,0.04978812666664101,0.20034845932182369,0.014961703316742236,0.8003132325744671,-1.2262381495975614,-0.015074189896603807
A H1N1pdm09,sophia,0.32189999999999996,-1.2875379124341002,0,0.40490151497192,0.23246806736516598,-0.050727524619436304,0.8605305545632763,-0.49915484847880265,-1.364414812055284,0.04946236664628367,0.20034845932182369,0.012225750343057618,0.7975772796007824,-1.220155591302984,-0.012300790323659161
A H1N1pdm09,sophia,0.3306,-1.2788379124341003,0,0.40216556199823544,0.23089726143662176,-0.05038475454647218,0.8547158785429431,-0.495058837115365,-1.3507063995581703,0.04913649494600125,0.20034845932182369,0.009489797369373054,0.7948413266270978,-1.2140896518572997,-0.009534968270927147
A H1N1pdm09,sophia,0.3393,-1.2701379124341003,0,0.3994296090245509,0.22932645550807754,-0.050041984473508105,0.8489012025226099,-0.49097401693014775,-1.3370774657431528,0.048810511527506595,0.20034845932182369,0.006753844395688491,0.7921053736534133,-1.2080402858542616,-0.006776703035003662
A H1N1pdm09,sophia,0.348,-1.2614379124341002,0,0.39669365605086626,0.2277556495795333,-0.04969921440054398,0.8430865265022764,-0.48690035734646075,-1.3235275498084489,0.04848441635249956,0.20034845932182369,0.004017891422003872,0.7893694206797286,-1.2020074480116834,-0.004025973969050023
A H1N1pdm09,sophia,0.35669999999999996,-1.2527379124341003,0,0.39395770307718175,0.22618484365098906,-0.049356444327579796,0.8372718504819433,-0.4828378278711565,-1.310056193623916,0.04815820938266657,0.20034845932182369,0.001281938448319364,0.7866334677060441,-1.1959910931710995,-0.0012827604826401995
A H1N1pdm09,sophia,0.36539999999999995,-1.2440379124341003,0,0.3912217501034972,0.22461403772244484,-0.049013674254615724,0.8314571744616102,-0.47878639809440027,-1.296662941715558,0.0478318905796814,0.20034845932182369,-0.0014540145253651993,0.7838975147323596,-1.1899911762974265,0.0014529579583951735
A H1N1pdm09,sophia,0.3741,-1.2353379124341002,0,0.38848579712981257,0.2230432317939006,-0.0486709041816516,0.8256424984412767,-0.4747460376894441,-1.2833473412501277,0.04750545990520427,0.20034845932182369,-0.004189967499049818,0.7811615617586749,-1.184007652478626,0.004181201832121562
A H1N1pdm09,sophia,0.3828,-1.2266379124341003,0,0.385749844156128,0.22147242586535637,-0.04832813410868747,0.8198278224209434,-0.4707167164123991,-1.2701089420198182,0.04717891732088253,0.20034845932182369,-0.0069259204727343815,0.7784256087849903,-1.1780404769253705,0.006901991560653853
A H1N1pdm09,sophia,0.39149999999999996,-1.2179379124341003,0,0.38301389118244344,0.21990161993681218,-0.047985364035723455,0.8140131464006104,-0.46669840410200925,-1.2569472964270374,0.046852262788350196,0.20034845932182369,-0.009661873446418945,0.7756896558113058,-1.1720896049707048,0.009615347510309458
A H1N1pdm09,sophia,0.4002,-1.2092379124341002,0,0.3802779382087588,0.21833081400826793,-0.04764259396275933,0.8081984703802769,-0.4626910706794254,-1.2438619594692746,0.046525496269228195,0.20034845932182369,-0.012397826420103564,0.7729537028376212,-1.1661549920697145,0.01232128999176052
A H1N1pdm09,sophia,0.4089,-1.2005379124341002,0,0.37754198523507426,0.2167600080797237,-0.0472998238897952,0.8023837943599437,-0.45869468614798015,-1.230852488724059,0.046198617725124125,0.20034845932182369,-0.015133779393788127,0.7702177498639367,-1.16023659379919,0.01501983926018613
A H1N1pdm09,sophia,0.41759999999999997,-1.1918379124341003,0,0.37480603226138975,0.21518920215117948,-0.046957053816831074,0.7965691183396106,-0.4547092205929637,-1.2179184443339977,0.04587162711763293,0.20034845932182369,-0.017869732367472635,0.7674817968902521,-1.1543343658572978,0.017711015515423978
A H1N1pdm09,sophia,0.42629999999999996,-1.1831379124341004,0,0.3720700792877052,0.21361839622263526,-0.04661428374386695,0.7907544423192774,-0.4507346441813993,-1.205059388991903,0.045544524408335674,0.20034845932182369,-0.0206056853411572,0.7647458439165675,-1.1484482640632439,0.02039483890212157
A H1N1pdm09,sophia,0.43499999999999994,-1.1744379124341005,0,0.36933412631402063,0.21204759029409104,-0.04627151367090282,0.7849397662989441,-0.4467709271618203,-1.1922748879260094,0.04521730955880099,0.20034845932182369,-0.02334163831484176,0.762009890942883,-1.142578244356947,0.023071329509886773
A H1N1pdm09,sophia,0.4437,-1.1657379124341003,0,0.366598173340336,0.2104767843655468,-0.04592874359793875,0.7791250902786108,-0.44281803986404755,-1.1795645088852726,0.04488998253058374,0.20034845932182369,-0.02607759128852638,0.7592739379691984,-1.1367242627987073,0.02574050737343836
A H1N1pdm09,sophia,0.45239999999999997,-1.1570379124341004,0,0.36386222036665145,0.2089059784370026,-0.04558597352497468,0.7733104142582776,-0.4388759526989674,-1.166927822124756,0.04456254328522602,0.20034845932182369,-0.028813544262210944,0.7565379849955138,-1.1308862755688773,0.02840239247275589
A H1N1pdm09,sophia,0.46109999999999995,-1.1483379124341004,0,0.3611262673929669,0.20733517250845834,-0.045243203452010494,0.7674957382379443,-0.4349446361583096,-1.1543644003910978,0.04423499178425627,0.20034845932182369,-0.03154949723589551,0.7538020320218293,-1.1250642389675352,0.031057004733229587
A H1N1pdm09,sophia,0.4698,-1.1396379124341003,0,0.35839031441928226,0.2057643665799141,-0.04490043337904642,0.7616810622176109,-0.4310240608144267,-1.141873818908068,0.04390732798919028,0.20034845932182369,-0.034285450209580126,0.7510660790481447,-1.119258109414155,0.03370436402580923
A H1N1pdm09,sophia,0.4785,-1.1309379124341004,0,0.35565436144559776,0.2041935606513699,-0.044557663306082296,0.7558663861972779,-0.4271141973200743,-1.1294556553622064,0.043579551861530286,0.20034845932182369,-0.037021403183264634,0.7483301260744601,-1.1134678434472831,0.03634449016715258
A H1N1pdm09,sophia,0.48719999999999997,-1.1222379124341004,0,0.3529184084719132,0.20262275472282568,-0.04421489323311817,0.7500517101769446,-0.4232150164081907,-1.1171094898885423,0.043251663362765536,0.20034845932182369,-0.0397573561569492,0.7455941731007756,-1.1076933977242116,0.03897740291977436
A H1N1pdm09,sophia,0.49589999999999995,-1.1135379124341003,0,0.3501824554982286,0.20105194879428143,-0.0438721231601541,0.7442370341566112,-0.4193264888916781,-1.1048349050563995,0.04292366245437196,0.20034845932182369,-0.042493309130633816,0.742858220127091,-1.1019347290206545,0.04160312199219396
A H1N1pdm09,sophia,0.5045999999999999,-1.1048379124341003,0,0.347446502524544,0.1994811428657372,-0.04352935308718997,0.738422358136278,-0.415448585663184,-1.0926314858552844,0.04259554909781216,0.20034845932182369,-0.04522926210431838,0.7401222671534065,-1.096191794230423,0.04422166703908248
A H1N1pdm09,sophia,0.5133,-1.0961379124341004,0,0.34471054955085945,0.19791033693719298,-0.04318658301422584,0.7326076821159447,-0.41158127769488373,-1.0804988196808507,0.04226732325453575,0.20034845932182369,-0.04796521507800294,0.7373863141797219,-1.0904645503651045,0.04683305766141077
A H1N1pdm09,sophia,0.522,-1.0874379124341003,0,0.3419745965771748,0.19633953100864873,-0.04284381294126177,0.7267930060956114,-0.4077245360382622,-1.0684364963209525,0.041938984885979025,0.20034845932182369,-0.05070116805168756,0.7346503612060372,-1.084752954553739,0.049437313406595296
A H1N1pdm09,sophia,0.5307,-1.0787379124341003,0,0.33923864360349026,0.1947687250801045,-0.042501042868297645,0.7209783300752781,-0.40387833182389854,-1.0564441079417723,0.041610533953565176,0.20034845932182369,-0.053437121025372125,0.7319144082323527,-1.0790569640425005,0.052034453768644684
A H1N1pdm09,sophia,0.5394,-1.0700379124341004,0,0.33650269062980576,0.1931979191515603,-0.04215827279533346,0.715163654054945,-0.40004263626124925,-1.0445212490740343,0.04128197041870385,0.20034845932182369,-0.05617307399905663,0.7291784552586682,-1.0733765361943748,0.05462449818830617
A H1N1pdm09,sophia,0.5480999999999999,-1.0613379124341003,0,0.33376673765612114,0.19162711322301604,-0.04181550272236939,0.7093489780346116,-0.3962174206384319,-1.0326675165992918,0.04095329424279193,0.20034845932182369,-0.05890902697274125,0.7264425022849835,-1.0677116284888397,0.05720746605321059
A H1N1pdm09,sophia,0.5568,-1.0526379124341003,0,0.3310307846824366,0.19005630729447182,-0.041472732649405264,0.7035343020142784,-0.392402656322012,-1.0208825097363015,0.04062450538721274,0.20034845932182369,-0.061644979946425815,0.723706549311299,-1.0620621985215513,0.059783376698017365
A H1N1pdm09,sophia,0.5655,-1.0439379124341004,0,0.328294831708752,0.18848550136592762,-0.04112996257644119,0.6977196259939452,-0.3885983147567875,-1.0091658300274706,0.04029560381333641,0.20034845932182369,-0.06438093292011038,0.7209705963376144,-1.0564282040040203,0.062352249404559745
A H1N1pdm09,sophia,0.5741999999999999,-1.0352379124341002,0,0.3255588787350674,0.18691469543738337,-0.04078719250347712,0.6919049499736118,-0.384804367465575,-0.9975170813253837,0.03996658948251974,0.20034845932182369,-0.067116885893795,0.7182346433639297,-1.0508096027632998,0.064914103401989
A H1N1pdm09,sophia,0.5829,-1.0265379124341003,0,0.32282292576138283,0.18534388950883912,-0.04044442243051294,0.6860902739532786,-0.38102078604899714,-0.9859358697794129,0.039637462356106545,0.20034845932182369,-0.06985283886747956,0.7154986903902452,-1.04520635274167,0.06746895786691787
A H1N1pdm09,sophia,0.5915999999999999,-1.0178379124341004,0,0.32008697278769827,0.18377308358029495,-0.04010165235754892,0.6802755979329455,-0.37724754218526924,-0.9744218038223966,0.039308222395427306,0.20034845932182369,-0.07258879184116412,0.7127627374165606,-1.0396184119963192,0.07001683192356467
A H1N1pdm09,sophia,0.6003,-1.0091379124341002,0,0.31735101981401365,0.18220227765175068,-0.039758882284584796,0.6744609219126121,-0.3734846076299885,-0.9629744941574034,0.03897886956179908,0.20034845932182369,-0.07532474481484874,0.710026784442876,-1.0340457386990338,0.07255774464389653
A H1N1pdm09,sophia,0.609,-1.0004379124341003,0,0.31461506684032914,0.18063147172320645,-0.03941611221162061,0.6686462458922788,-0.3697319542159214,-0.9515935537445694,0.038649403816525596,0.20034845932182369,-0.07806069778853325,0.7072908314691915,-1.0284882911358837,0.07509171504777135
A H1N1pdm09,sophia,0.6176999999999999,-0.9917379124341004,0,0.3118791138666446,0.17906066579466223,-0.039073342138656486,0.6628315698719456,-0.3659895538527935,-0.9402785977880113,0.03831982512089782,0.20034845932182369,-0.08079665076221781,0.7045548784955069,-1.0229460277069098,0.07761876210308138
A H1N1pdm09,sophia,0.6264,-0.9830379124341003,0,0.30914316089295996,0.177489859866118,-0.03873057206569247,0.6570168938516123,-0.3622573785270786,-0.9290292437228169,0.03799013343619306,0.20034845932182369,-0.08353260373590243,0.7018189255218223,-1.0174189069258133,0.08013890472589391
A H1N1pdm09,sophia,0.6351,-0.9743379124341003,0,0.3064072079192754,0.17591905393757376,-0.03838780199272829,0.6512022178312791,-0.3585354003017902,-0.9178451112021102,0.037660328723675085,0.20034845932182369,-0.086268556709587,0.6990829725481378,-1.011906887419645,0.08265216178059387
A H1N1pdm09,sophia,0.6437999999999999,-0.9656379124341004,0,0.30367125494559083,0.17434824800902954,-0.03804503191976416,0.6453875418109458,-0.35482359131627095,-0.9067258220841916,0.037330410944595105,0.20034845932182369,-0.08900450968327156,0.6963470195744532,-1.0064099279284946,0.08515855208002454
A H1N1pdm09,sophia,0.6525,-0.9569379124341003,0,0.30093530197190627,0.17277744208048532,-0.03770226184680009,0.6395728657906126,-0.35112192378598484,-0.8956710004197528,0.03700038006019046,0.20034845932182369,-0.09174046265695612,0.6936110666007687,-1.0009279873051842,0.08765809438562844
A H1N1pdm09,sophia,0.6612,-0.9482379124341003,0,0.29819934899822165,0.17120663615194107,-0.03735949177383596,0.6337581897702793,-0.34743037000230936,-0.8846802724391658,0.03667023603168529,0.20034845932182369,-0.09447641563064074,0.6908751136270841,-0.9954610245149567,0.09015080740758796
A H1N1pdm09,sophia,0.6698999999999999,-0.9395379124341003,0,0.29546339602453714,0.16963583022339687,-0.037016721700871835,0.6279435137499461,-0.34374890233232813,-0.8737532665398451,0.03633997882029061,0.20034845932182369,-0.09721236860432525,0.6881391606533995,-0.9900089986351726,0.09263670980496519
A H1N1pdm09,sophia,0.6786,-0.9308379124341003,0,0.2927274430508525,0.16806502429485262,-0.036673951627907764,0.6221288377296128,-0.340077493218623,-0.8628896132736845,0.03600960838720424,0.20034845932182369,-0.09994832157800987,0.685403207679715,-0.9845718688550009,0.09511582018584164
A H1N1pdm09,sophia,0.6872999999999999,-0.9221379124341004,0,0.28999149007716796,0.16649421836630843,-0.03633118155494369,0.6163141617092796,-0.33641611517906944,-0.852088945334565,0.03567912469361034,0.20034845932182369,-0.10268427455169443,0.6826672547060304,-0.9791495944751145,0.09758815710745761
A H1N1pdm09,sophia,0.696,-0.9134379124341003,0,0.2872555371034834,0.16492341243776418,-0.03598841148197951,0.6104994856889463,-0.33276474080662943,-0.8413508975459363,0.035348527700679866,0.20034845932182369,-0.105420227525379,0.6799313017323458,-0.9737421349073863,0.10005373907635118
A H1N1pdm09,sophia,0.7047,-0.9047379124341003,0,0.28451958412979883,0.16335260650921993,-0.03564564140901538,0.604684809668613,-0.3291233427691469,-0.8306751068484703,0.03501781736957066,0.20034845932182369,-0.10815618049906356,0.6771953487586613,-0.9683494496745833,0.10251258454849632
A H1N1pdm09,sophia,0.7133999999999999,-0.8960379124341004,0,0.28178363115611427,0.16178180058067573,-0.03530287133605131,0.5988701336482798,-0.32549189380914334,-0.8200612122877851,0.034686993661427135,0.20034845932182369,-0.11089213347274812,0.6744593957849767,-0.9629714984100664,0.10496471192944157
A H1N1pdm09,sophia,0.7221,-0.8873379124341003,0,0.27904767818242965,0.16021099465213148,-0.034960101263087184,0.5930554576279465,-0.32187036674361313,-0.8095088550022418,0.034356056537380386,0.20034845932182369,-0.11362808644643274,0.671723442811292,-0.9576082408574853,0.10741013957444745
A H1N1pdm09,sophia,0.7307999999999999,-0.8786379124341004,0,0.27631172520874514,0.1586401887235873,-0.03461733119012306,0.5872407816076133,-0.3182587344638208,-0.7990176782108103,0.03402500595854807,0.20034845932182369,-0.11636403942011725,0.6689874898376076,-0.9522596368704805,0.10984888578862417
A H1N1pdm09,sophia,0.7394999999999999,-0.8699379124341003,0,0.2735757722350605,0.15706938279504304,-0.034274561117158986,0.58142610558728,-0.3146569699350972,-0.7885873272010073,0.03369384188603475,0.20034845932182369,-0.11909999239380187,0.6662515368639229,-0.9469256464123792,0.11228096882706828
A H1N1pdm09,sophia,0.7482,-0.8612379124341003,0,0.27083981926137596,0.15549857686649882,-0.03393179104419486,0.5756114295669468,-0.3110650461966382,-0.7782174493169025,0.03336256428093143,0.20034845932182369,-0.12183594536748643,0.6635155838902383,-0.9416062295558982,0.11470640689499956
A H1N1pdm09,sophia,0.7568999999999999,-0.8525379124341004,0,0.2681038662876914,0.1539277709379546,-0.03358902097123073,0.5697967535466135,-0.30748293636130253,-0.7679076939471954,0.033031173104315914,0.20034845932182369,-0.124571898341171,0.6607796309165538,-0.936301346482844,0.11712521814789723
A H1N1pdm09,sophia,0.7656,-0.8438379124341003,0,0.26536791331400683,0.15235696500941034,-0.033246250898266605,0.5639820775262803,-0.3039106136154093,-0.757657712513361,0.03269966831725257,0.20034845932182369,-0.12730785131485556,0.6580436779428692,-0.9310109574838148,0.11953742069163598
A H1N1pdm09,sophia,0.7743,-0.8351379124341003,0,0.2626319603403222,0.15078615908086612,-0.032903480825302533,0.558167401505947,-0.30034805121853947,-0.7474671584578643,0.03236804988079256,0.20034845932182369,-0.13004380428854018,0.6553077249691845,-0.9257350229579036,0.12194303258262118
A H1N1pdm09,sophia,0.7829999999999999,-0.8264379124341004,0,0.2598960073666377,0.1492153531523219,-0.03256071075233835,0.5523527254856138,-0.2967952225033339,-0.7373356872324421,0.032036317755973376,0.20034845932182369,-0.13277975726222468,0.6525717719955001,-0.9204735034124016,0.12434207182792434
A H1N1pdm09,sophia,0.7917,-0.8177379124341003,0,0.2571600543929531,0.14764454722377768,-0.032217940679374335,0.5465380494652805,-0.2932521008752944,-0.727262956286455,0.03170447190381964,0.20034845932182369,-0.1355157102359093,0.6498358190218154,-0.9152263594625016,0.12673455638541797
A H1N1pdm09,sophia,0.8004,-0.8090379124341003,0,0.2544241014192685,0.14607374129523343,-0.03187517060641015,0.5407233734449473,-0.28971865981258493,-0.717248625055305,0.0313725122853421,0.20034845932182369,-0.13825166320959387,0.6470998660481309,-0.9099935518310058,0.1291205041639094
A H1N1pdm09,sophia,0.8090999999999999,-0.8003379124341004,0,0.25168814844558396,0.1445029353666892,-0.031532400533446026,0.534908697424614,-0.2861948728658328,-0.7072923549489198,0.03104043886153851,0.20034845932182369,-0.14098761618327843,0.6443639130744463,-0.9047750413480289,0.13149993302327578
