virus,loghi,loghimid,loghr,se,loghr_low,loghr_high,prot,prot_low,prot_high,se_wrong,loghr_low_wrong,loghr_high_wrong,prot_low_wrong,prot_high_wrong
bvic,0.174,-1.4354379124341003,0.7539699380871199,0.20515260041363967,0.35187822994164925,1.1560616462325906,-1.1254210800994469,-2.1773948968734813,-0.42173538837623914,0.14291987040091364,0.4738521394261971,1.0340877367480426,-1.8125392886986456,-0.6061694803279687
bvic,0.18269999999999997,-1.4267379124341004,0.7494002256637976,0.20390919754115172,0.349745542366677,1.149054908960918,-1.1157306750302745,-2.15520953987123,-0.4187065019608007,0.14291987040091364,0.4692824270028748,1.0295180243247204,-1.7997161143942035,-0.5988464924175487
bvic,0.1914,-1.4180379124341003,0.7448305132404752,0.20266579466866375,0.3476128547917047,1.1420481716892459,-1.1060844513006414,-2.133179086518445,-0.41568406833045324,0.14291987040091364,0.46471271457955243,1.024948311901398,-1.7869514046238928,-0.5915568921119816
bvic,0.2001,-1.4093379124341003,0.740260800817153,0.2014223917961758,0.3454801672167324,1.1350414344175734,-1.096482207475134,-2.1113024552395325,-0.4126680737380868,0.14291987040091364,0.46014300215623016,1.0203785994780756,-1.7742448928311139,-0.5843005271875892
bvic,0.20879999999999999,-1.4006379124341004,0.7356910883938307,0.20017898892368788,0.34334747964176016,1.1280346971459012,-1.0869237430367384,-2.0895785720107316,-0.40965850446587804,0.14291987040091364,0.4555732897329079,1.0158088870547535,-1.7615963136745743,-0.577077246114724
bvic,0.21749999999999997,-1.3919379124341003,0.7311213759705083,0.1989355860511999,0.34121479206678784,1.1210279598742288,-1.077408858382657,-2.0680063703073777,-0.4066553468252283,0.14291987040091364,0.4510035773095855,1.011239174631431,-1.749005403022748,-0.5698868980546059
bvic,0.22619999999999998,-1.3832379124341003,0.726551663547186,0.19769218317871196,0.3390821044918156,1.1140212226025565,-1.0679373548201379,-2.0465847910515467,-0.4036585871567018,0.14291987040091364,0.44643386488626324,1.0066694622081087,-1.7364718979483618,-0.5627293328561731
bvic,0.2349,-1.3745379124341004,0.7219819511238638,0.196448780306224,0.3369494169168433,1.1070144853308843,-1.0585090345623271,-2.025312782560058,-0.4006682118299625,0.14291987040091364,0.441864152462941,1.0020997497847866,-1.7239955367229025,-0.5556044010529442
bvic,0.24359999999999998,-1.3658379124341002,0.7174122387005414,0.19520537743373606,0.334816729341871,1.1000077480592116,-1.0491237007241367,-2.0041893004928424,-0.39768420724371256,0.14291987040091364,0.4372944400396186,0.9975300373614642,-1.7115760588111528,-0.5485119538598988
bvic,0.25229999999999997,-1.3571379124341003,0.7128425262772191,0.1939619745612481,0.33268404176689875,1.0930010107875394,-1.039781157318136,-1.9832133078016736,-0.3947065598256314,0.14291987040091364,0.4327247276162963,0.9929603249381419,-1.69921320486575,-0.541451843170371
bvic,0.261,-1.3484379124341004,0.7082728138538968,0.1927185716887602,0.33055135419192644,1.0859942735158672,-1.0304812092504556,-1.9623837746792505,-0.39173525603231174,0.14291987040091364,0.42815501519297405,0.9883906125148196,-1.6869067167217704,-0.5344239215529547
bvic,0.2697,-1.3397379124341002,0.7037031014305745,0.1914751688162722,0.3284186666169542,1.0789875362441947,-1.0212236623167161,-1.9416996785086407,-0.38877028234920097,0.14291987040091364,0.4235853027696517,0.9838209000914973,-1.6746563373913386,-0.5274280422484263
bvic,0.2784,-1.3310379124341003,0.6991333890072522,0.19023176594378427,0.3262859790419819,1.0719807989725225,-1.0120083231979717,-1.9211600038130792,-0.3858116252905366,0.14291987040091364,0.4190155903463294,0.979251187668175,-1.662461811058261,-0.5204640591666798
bvic,0.28709999999999997,-1.3223379124341004,0.6945636765839299,0.18898836307129632,0.32415329146700966,1.06497406170085,-1.002834999456672,-1.9007637422061068,-0.38285927139928755,0.14291987040091364,0.41444587792300713,0.9746814752448527,-1.650322883072683,-0.5135318268836755
bvic,0.29579999999999995,-1.3136379124341002,0.6899939641606075,0.18774496019880835,0.32202060389203735,1.0579673244291778,-0.9937034995326461,-1.8805098923420718,-0.379913207247091,0.14291987040091364,0.40987616549968475,0.9701117628215303,-1.6382392999457718,-0.506631200638404
bvic,0.3045,-1.3049379124341003,0.6854242517372853,0.1865015573263204,0.3198879163170651,1.0509605871575054,-0.9846136327391006,-1.8603974598669626,-0.3769734194341925,0.14291987040091364,0.4053064530763625,0.9655420503982081,-1.626210809344423,-0.49976203632986316
bvic,0.3132,-1.2962379124341004,0.680854539313963,0.18525815445383248,0.31775522874209283,1.0439538498858332,-0.9755652092586373,-1.8404254573695953,-0.3740398945893848,0.14291987040091364,0.4007367406530402,0.9609723379748858,-1.6142371600859922,-0.492924190514048
bvic,0.32189999999999996,-1.2875379124341002,0.6762848268906406,0.1840147515813445,0.3156225411671205,1.0369471126141607,-0.9665580401392904,-1.8205929043331333,-0.37111261936994633,0.14291987040091364,0.39616702822971783,0.9564026255515634,-1.6023181021330468,-0.48611752040095646
bvic,0.3306,-1.2788379124341003,0.6717151144673184,0.18277134870885658,0.3134898535921482,1.0299403753424885,-0.9575919372905808,-1.8008988270869533,-0.3681915804615816,0.14291987040091364,0.39159731580639556,0.9518329131282411,-1.5904533865881496,-0.47934188385160725
bvic,0.3393,-1.2701379124341003,0.6671454020439961,0.18152794583636864,0.311357166017176,1.0229336380708163,-0.948666713479587,-1.7813422587588388,-0.3652767645783601,0.14291987040091364,0.3870276033830733,0.9472632007049189,-1.578642765688655,-0.472597139375071
bvic,0.348,-1.2614379124341002,0.6625756896206737,0.18028454296388066,0.3092244784422037,1.0159269007991436,-0.9397821823270369,-1.7619222392275145,-0.362368158462655,0.14291987040091364,0.3824578909597509,0.9426934882815965,-1.5668859928015406,-0.4658831461255162
bvic,0.35669999999999996,-1.2527379124341003,0.6580059771973514,0.17904114009139271,0.30709179086723143,1.0089201635274714,-0.9309381583034149,-1.7426378150755113,-0.3594657488850852,0.14291987040091364,0.37788817853642864,0.9381237758582742,-1.5551828224182547,-0.4591997638992684
bvic,0.36539999999999995,-1.2440379124341003,0.6534362647740292,0.17779773721890477,0.30495910329225917,1.0019134262557992,-0.9221344567250875,-1.7234880395423557,-0.3565695226444521,0.14291987040091364,0.3733184661131064,0.933554063434952,-1.5435330101495888,-0.4525468531318817
bvic,0.3741,-1.2353379124341002,0.6488665523507068,0.17655433434641682,0.30282641571728686,0.9949066889841267,-0.9133708937504472,-1.7044719724780877,-0.3536794665676819,0.14291987040091364,0.368748753689784,0.9289843510116296,-1.5319363127205752,-0.4459242748952241
bvic,0.3828,-1.2266379124341003,0.6442968399273845,0.17531093147392887,0.3006937281423146,0.9878999517124545,-0.9046472863760728,-1.6855886802971112,-0.35079556750976537,0.14291987040091364,0.3641790412664617,0.9244146385883073,-1.5203924879654065,-0.4393318908945778
bvic,0.39149999999999996,-1.2179379124341003,0.6397271275040622,0.17406752860144095,0.2985610405673423,0.9808932144407823,-0.8959634524329088,-1.6668372359323516,-0.3479178123536968,0.14291987040091364,0.35960932884313945,0.919844926164985,-1.5089012948223797,-0.4327695634657496
bvic,0.4002,-1.2092379124341002,0.6351574150807399,0.17282412572895298,0.29642835299236997,0.9738864771691098,-0.8873192105824601,-1.6482167187897474,-0.3450461880104154,0.14291987040091364,0.3550396164198171,0.9152752137416627,-1.4974624933288596,-0.4262371555721971
bvic,0.4089,-1.2005379124341002,0.6305877026574176,0.17158072285646503,0.29429566541739777,0.9668797398974374,-0.8787143803130064,-1.6297262147030533,-0.342180681418746,0.14291987040091364,0.3504699039964948,0.9107055013183404,-1.4860758446162716,-0.41973453080216716
bvic,0.41759999999999997,-1.1918379124341003,0.6260179902340953,0.17033731998397708,0.2921629778424255,0.9598730026257651,-0.870148781935832,-1.6113648158889582,-0.3393212795453382,0.14291987040091364,0.34590019157317253,0.9061357888950181,-1.4747411109051103,-0.41326155336584636
bvic,0.42629999999999996,-1.1831379124341004,0.621448277810773,0.16909391711148913,0.29003029026745325,0.9528662653540929,-0.8616222365814736,-1.5931316209025188,-0.3364679693846089,0.14291987040091364,0.34133047914985026,0.9015660764716958,-1.4634580554999754,-0.4068180880925265
bvic,0.43499999999999994,-1.1744379124341005,0.6168785653874508,0.16785051423900121,0.28789760269248094,0.9458595280824207,-0.853134566195985,-1.5750257345929022,-0.3336207379586815,0.14291987040091364,0.336760766726528,0.8969963640483736,-1.452226442784629,-0.40040400042778135
bvic,0.4437,-1.1657379124341003,0.6123088529641284,0.16660711136651324,0.2857649151175087,0.9388527908107481,-0.8446855935372195,-1.5570462680594406,-0.3307795723173286,0.14291987040091364,0.3321910543032056,0.8924266516250512,-1.4410460382170749,-0.39401915643065677
bvic,0.45239999999999997,-1.1570379124341004,0.6077391405408061,0.1653637084940253,0.2836322275425364,0.9318460535390758,-0.8362751421711279,-1.5391923386079922,-0.3279444595379115,0.14291987040091364,0.32762134187988334,0.8878569392017289,-1.4299166083246626,-0.3876634227708744
bvic,0.46109999999999995,-1.1483379124341004,0.6031694281174839,0.16412030562153737,0.2814995399675641,0.9248393162674036,-0.8279030364680746,-1.5214630697076021,-0.32511538672532225,0.14291987040091364,0.3230516294565611,0.8832872267784067,-1.4188379206992097,-0.3813366667260465
bvic,0.4698,-1.1396379124341003,0.5985997156941615,0.1628769027490494,0.2793668523925918,0.9178325789957311,-0.81956910159917,-1.503857590947471,-0.32229234101192494,0.14291987040091364,0.3184819170332387,0.8787175143550843,-1.4078097439921478,-0.3750387561789048
bvic,0.4785,-1.1309379124341004,0.5940300032708392,0.16163349987656145,0.2772341648176196,0.9108258417240589,-0.8112731635326194,-1.4863750379942249,-0.3194753095574969,0.14291987040091364,0.3139122046099164,0.874147801931762,-1.3968318479096964,-0.3687695596145415
bvic,0.48719999999999997,-1.1222379124341004,0.5894602908475169,0.1603900970040735,0.27510147724264733,0.9038191044523866,-0.8030150490300894,-1.4690145525494778,-0.31666427954917054,0.14291987040091364,0.30934249218659415,0.8695780895084397,-1.3859040032080472,-0.36252894611766373
bvic,0.49589999999999995,-1.1135379124341003,0.5848905784241946,0.15914669413158555,0.27296878966767496,0.8968123671807142,-0.7947945856430894,-1.451775282307695,-0.31385923820137474,0.14291987040091364,0.3047727797632718,0.8650083770851174,-1.3750259816885824,-0.3563167853698579
bvic,0.5045999999999999,-1.1048379124341003,0.5803208660008723,0.1579032912590976,0.27083610209270276,0.8898056299090418,-0.7866116017093716,-1.434656380914351,-0.3110601727557778,0.14291987040091364,0.3002030673399495,0.8604386646617951,-1.3641975561931061,-0.3501329476468704
bvic,0.5133,-1.0961379124341004,0.57575115357755,0.15665988838660966,0.2687034145177305,0.8827988926373695,-0.7784659263493452,-1.4176570079243773,-0.30826707048122737,0.14291987040091364,0.29563335491662723,0.8558689522384728,-1.353418500599103,-0.34397730381589753
bvic,0.522,-1.0874379124341003,0.5711814411542276,0.15541648551412168,0.2665707269427582,0.8757921553656971,-0.7703573894625086,-1.4007763287608985,-0.30547991867369473,0.14291987040091364,0.29106364249330485,0.8512992398151504,-1.3426885898150136,-0.33784972533288893
bvic,0.5307,-1.0787379124341003,0.5666117287309054,0.15417308264163376,0.26443803936778587,0.8687854180940249,-0.7622858217238979,-1.3840135146742636,-0.3026987046562153,0.14291987040091364,0.2864939300699826,0.8467295273918282,-1.3320075997755372,-0.33175008423986374
bvic,0.5394,-1.0700379124341004,0.5620420163075831,0.15292967976914582,0.26230535179281367,0.8617786808223525,-0.7542510545805492,-1.3673677427013549,-0.2999234157788322,0.14291987040091364,0.2819242176466603,0.8421598149685059,-1.3213753074369499,-0.325678253162238
bvic,0.5480999999999999,-1.0613379124341003,0.5574723038842607,0.15168627689665784,0.26017266421784135,0.8547719435506801,-0.7462529202479806,-1.350838195625188,-0.2971540394185379,0.14291987040091364,0.27735450522333793,0.8375901025451835,-1.3107914907724485,-0.3196341053061651
bvic,0.5568,-1.0526379124341003,0.5529025914609385,0.15044287402416992,0.25803997664286904,0.8477652062790079,-0.738291251706688,-1.3344240619347896,-0.2943905629792174,0.14291987040091364,0.27278479280001566,0.8330203901218612,-1.3002559287675144,-0.31361751445588837
bvic,0.5655,-1.0439379124341004,0.5483328790376162,0.14919947115168197,0.2559072890678968,0.8407584690073355,-0.7303658826986568,-1.3181245357853557,-0.2916329738915904,0.14291987040091364,0.2682150803766934,0.828450677698539,-1.289768401415297,-0.30762835497110474
bvic,0.5741999999999999,-1.0352379124341002,0.5437631666142938,0.147956068279194,0.2537746014929245,0.8337517317356631,-0.7224766477238904,-1.3019388169586903,-0.28888125961315425,0.14291987040091364,0.263645367953371,0.8238809652752166,-1.2793286897120204,-0.30166650178434096
bvic,0.5829,-1.0265379124341003,0.5391934541909715,0.14671266540670605,0.25164191391795226,0.8267449944639909,-0.7146233820369547,-1.2858661108239198,-0.2861354076281277,0.14291987040091364,0.25907565553004874,0.8193112528518943,-1.268936575652409,-0.29573183039834317
bvic,0.5915999999999999,-1.0178379124341004,0.5346237417676493,0.14546926253421813,0.24950922634297995,0.8197382571923186,-0.7068059216435372,-1.269905628298479,-0.2833954054473924,0.14291987040091364,0.2545059431067265,0.814741540428572,-1.2585918422251376,-0.2898242168834755
bvic,0.6003,-1.0091379124341002,0.5300540293443269,0.14422585966173015,0.24737653876800764,0.8127315199206462,-0.6990241032970219,-1.2540565858093715,-0.2806612406084379,0.14291987040091364,0.2499362306834041,0.8101718280052497,-1.2482942734082956,-0.28394353787513316
bvic,0.609,-1.0004379124341003,0.5254843169210046,0.1429824567892422,0.24524385119303543,0.8057247826489737,-0.691277764495082,-1.238318205254703,-0.2779329006753033,0.14291987040091364,0.24536651826008182,0.8056021155819274,-1.2380436541648812,-0.2780896705711664
bvic,0.6176999999999999,-0.9917379124341004,0.5209146044976823,0.14173905391675426,0.24311116361806318,0.7987180453773015,-0.6835667434762847,-1.222689713965479,-0.27521037323852204,0.14291987040091364,0.24079680583675955,0.8010324031586051,-1.227839770438305,-0.2722624927293149
bvic,0.6264,-0.9830379124341003,0.51634489207436,0.1404956510442663,0.2409784760430908,0.7917113081056291,-0.6758908792167144,-1.2071703446676696,-0.2724936459150642,0.14291987040091364,0.23622709341343717,0.7964626907352828,-1.2176824091479252,-0.2664618826646563
bvic,0.6351,-0.9743379124341003,0.5117751796510377,0.13925224817177836,0.23884578846811855,0.7847045708339568,-0.6682500114266097,-1.191759335444543,-0.26978270634828183,0.14291987040091364,0.2316573809901149,0.7918929783119605,-1.207571358184595,-0.26068771924706535
bvic,0.6437999999999999,-0.9656379124341004,0.5072054672277154,0.13800884529929044,0.2367131008931463,0.7776978335622846,-0.6606439805470163,-1.1764559296992583,-0.26707754220785085,0.14291987040091364,0.22708766856679263,0.7873232658886382,-1.1975064064062346,-0.2549398818986828
bvic,0.6525,-0.9569379124341003,0.502635754804393,0.13676544242680247,0.23458041331817397,0.7706910962906122,-0.6530726277464547,-1.16125937611772,-0.26437814118971636,0.14291987040091364,0.22251795614347025,0.7827535534653158,-1.1874873436334208,-0.24921825059139913
bvic,0.6612,-0.9482379124341003,0.4980660423810708,0.13552203955431452,0.23244772574320172,0.7636843590189398,-0.6455357949176042,-1.146168928631695,-0.2616844910160363,0.14291987040091364,0.21794824372014798,0.7781838410419936,-1.1775139606449998,-0.2435227058443472
bvic,0.6698999999999999,-0.9395379124341003,0.4934963299577485,0.13427863668182657,0.2303150381682295,0.7566776217472675,-0.6380333246740006,-1.1311838463821817,-0.258996579435125,0.14291987040091364,0.2133785312968257,0.7736141286186713,-1.1675860491737158,-0.23785312872140785
bvic,0.6786,-0.9308379124341003,0.4889266175344262,0.13303523380933863,0.2281823505932572,0.7496708844755952,-0.6305650603467494,-1.1163033936830407,-0.25631439422139835,0.14291987040091364,0.2088088188735034,0.7690444161953489,-1.1577034019018644,-0.23220940082872543
bvic,0.6872999999999999,-0.9221379124341004,0.4843569051111039,0.13179183093685068,0.22604966301828494,0.7426641472039228,-0.6231308459812555,-1.1015268399848734,-0.25363792317531786,0.14291987040091364,0.20423910645018112,0.7644747037720268,-1.147865812456962,-0.22659140431223568
bvic,0.696,-0.9134379124341003,0.4797871926877816,0.13054842806436273,0.22391697544331263,0.7356574099322506,-0.6157305263339641,-1.0868534598391597,-0.2509671541233349,0.14291987040091364,0.1996693940268588,0.7599049913487044,-1.1380730754074349,-0.22099902185520537
bvic,0.7047,-0.9047379124341003,0.47521748026445926,0.12930502519187476,0.22178428786834042,0.7286506726605781,-0.608363946869122,-1.0722825328626384,-0.24830207491783574,0.14291987040091364,0.19509968160353647,0.755335278925382,-1.1283249862583333,-0.21543213667578165
bvic,0.7133999999999999,-0.8960379124341004,0.470647767841137,0.12806162231938684,0.2196516002933681,0.7216439353889059,-0.6010309537555478,-1.0578133437019446,-0.2456426734370858,0.14291987040091364,0.1905299691802142,0.7507655665020598,-1.1186213414470574,-0.20989063252455398
bvic,0.7221,-0.8873379124341003,0.46607805541781466,0.1268182194468989,0.2175189127183958,0.7146371981172335,-0.593731393863421,-1.0434451819984858,-0.24298893758517526,0.14291987040091364,0.18596025675689187,0.7461958540787375,-1.1089619383391072,-0.20437439368212584
bvic,0.7307999999999999,-0.8786379124341004,0.4615083429944924,0.12557481657441094,0.21538622514342357,0.7076304608455612,-0.586465114761084,-1.0291773423535697,-0.24034085529196325,0.14291987040091364,0.1813905443335696,0.7416261416554152,-1.0993465752238527,-0.19888330495669893
bvic,0.7394999999999999,-0.8699379124341003,0.45693863057117007,0.12433141370192298,0.21325353756845128,0.7006237235738888,-0.5792319647118587,-1.0150091242937718,-0.23769841451302343,0.14291987040091364,0.17682083191024728,0.7370564292320929,-1.0897750513103195,-0.19341725168166746
bvic,0.7482,-0.8612379124341003,0.45236891814784774,0.12308801082943503,0.211120849993479,0.6936169863022165,-0.572031792670878,-1.0009398322365466,-0.23506160322958913,0.14291987040091364,0.17225111948692495,0.7324867168087705,-1.080247166722998,-0.18797611971322348
bvic,0.7568999999999999,-0.8525379124341004,0.4477992057245255,0.12184460795694708,0.20898816241850673,0.6866102490305442,-0.5648644482819323,-0.9869687754560779,-0.2324304094484988,0.14291987040091364,0.16768140706360268,0.7279170043854483,-1.0707627224976681,-0.18255979542797363
bvic,0.7656,-0.8438379124341003,0.44322949330120315,0.12060120508445914,0.20685547484353445,0.6796035117588719,-0.5577297818743283,-0.9730952680493676,-0.22980482120214063,0.14291987040091364,0.16311169464028036,0.723347291962126,-1.0613215205772444,-0.17716816572056593
bvic,0.7743,-0.8351379124341003,0.4386597808778808,0.11935780221197119,0.20472278726856213,0.6725967744871995,-0.5506276444597649,-0.9593186289025619,-0.22718482654839978,0.14291987040091364,0.15854198221695803,0.7187775795388036,-1.05192336380764,-0.17180111800132836
bvic,0.7829999999999999,-0.8264379124341004,0.43409006845455855,0.11811439933948324,0.2025900996935899,0.6655900372155272,-0.5435578877292218,-0.9456381816575137,-0.22457041357060237,0.14291987040091364,0.15397226979363576,0.7142078671154813,-1.0425680559336516,-0.16645854019391804
bvic,0.7917,-0.8177379124341003,0.42952035603123623,0.11687099646699528,0.20045741211861762,0.6585832999438548,-0.536520364049861,-0.9320532546785738,-0.22196157037746223,0.14291987040091364,0.14940255737031344,0.7096381546921591,-1.0332554015948596,-0.16114032073297913
bvic,0.8004,-0.8090379124341003,0.4249506436079139,0.11562759359450733,0.19832472454364533,0.6515765626721824,-0.5295149264619461,-0.9185631810196209,-0.21935828510302646,0.14291987040091364,0.1448328449469911,0.7050684422688367,-1.0239852063215467,-0.15584634856181534
bvic,0.8090999999999999,-0.8003379124341004,0.42038093118459163,0.1143841907220194,0.19619203696867307,0.6445698254005102,-0.5225414286757717,-0.9051672983913155,-0.21676054590662153,0.14291987040091364,0.14026313252366884,0.7004987298455144,-1.0147572765306414,-0.15057651313006937
bvic,0.8178,-0.7916379124341003,0.4158112187612693,0.11314078784953145,0.19405934939370076,0.6375630881288379,-0.5155997250686097,-0.8918649491285862,-0.21416834097279946,0.14291987040091364,0.13569342010034652,0.6959290174221922,-1.0055714195216714,-0.1453307043914147
bvic,0.8264999999999999,-0.7829379124341004,0.41124150633794704,0.1118973849770435,0.19192666181872853,0.6305563508571655,-0.5086896706816673,-0.8786554801583419,-0.21158165851128463,0.14291987040091364,0.13112370767702425,0.6913593049988698,-0.9964274434727411,-0.14010881280125798
bvic,0.8351999999999999,-0.7742379124341003,0.4066717939146247,0.11065398210455554,0.18979397424375624,0.6235496135854932,-0.5018111212170606,-0.8655382429674097,-0.20900048675691862,0.14291987040091364,0.12655399525370192,0.6867895925755475,-0.9873251574365276,-0.13491072931445047
bvic,0.8439,-0.7655379124341003,0.4021020814913024,0.1094105792320676,0.18766128666878396,0.6165428763138208,-0.49496393303480146,-0.852512593570695,-0.20642481396960854,0.14291987040091364,0.1219842828303796,0.6822198801522252,-0.9782643713362904,-0.12973634538301226
bvic,0.8525999999999999,-0.7568379124341004,0.3975323690679801,0.10816717635957966,0.18552859909381167,0.6095361390421485,-0.4881479631497978,-0.839577892479568,-0.20385462843427216,0.14291987040091364,0.11741457040705733,0.6776501677289029,-0.9692448959619031,-0.1245855529538642
bvic,0.8613,-0.7481379124341003,0.3929626566446578,0.1069237734870917,0.1833959115188394,0.6025294017704762,-0.4813630692288666,-0.8267335046704651,-0.20128991846078548,0.14291987040091364,0.112844857983735,0.6730804553055806,-0.9602665429659036,-0.1194582444665726
bvic,0.8699999999999999,-0.7394379124341004,0.3883929442213355,0.10568037061460377,0.18126322394386712,0.5955226644988039,-0.47460910958776426,-0.8139787995537153,-0.19873067238392972,0.14291987040091364,0.10827514556041273,0.6685107428822583,-0.9513291248595599,-0.11435431285110287
bvic,0.8786999999999999,-0.7307379124341004,0.3838232317980132,0.1044369677421158,0.17913053636889487,0.5885159272271315,-0.46788594318822496,-0.8013131509425802,-0.19617687856333688,0.14291987040091364,0.10370543313709041,0.6639410304589359,-0.942432455008954,-0.10927365152558277
bvic,0.8874,-0.7220379124341003,0.3792535193746909,0.10319356486962784,0.17699784879392258,0.5815091899554592,-0.4611934296350175,-0.7887359370225122,-0.1936285253834389,0.14291987040091364,0.09913572071376808,0.6593713180356137,-0.9335763476310865,-0.10421615439407783
bvic,0.8960999999999999,-0.7133379124341004,0.3746838069513686,0.10195016199713992,0.1748651612189503,0.574502452683787,-0.45453142917301315,-0.7762465403206267,-0.191085601253413,0.14291987040091364,0.09456600829044581,0.6548016056122914,-0.9247606177899959,-0.09918171584437574
