logHI,prob_type,prob_lb,prob_med,prob_ub,prob_lb_prior,prob_med_prior,prob_ub_prior
0,inf,0.14347633464439555,0.17717659720459072,0.4273999540479766,0.0017891325802325416,0.46196620786580567,0.9715430790127758
0,prot,8.89558462445675e-4,0.04060210917729312,0.6820238616168787,1.1102230246251565e-15,3.0449785615171976e-7,0.9925779978864682
0.075,inf,0.1412675603631354,0.17638179142634866,0.415286148647233,0.001341498275053428,0.4589252950434829,0.9713380217316818
0.075,prot,0.0010631499120591472,0.044699857906105644,0.6914051331164659,1.5543122344752192e-15,4.432633979867262e-7,0.9948634306148959
0.15,inf,0.13899975931624695,0.1755757542980531,0.4031319833793542,0.0010345432499823917,0.45445133345688815,0.9711279419404214
0.15,prot,0.0012727537126655116,0.04922500812629421,0.7007292162213405,1.9984014443252818e-15,6.442947293461287e-7,0.9964582944210251
0.22499999999999998,inf,0.13653443120255448,0.1746670886795351,0.3913083815941864,6.620749547918958e-4,0.4501384447581065,0.9707599796591627
0.22499999999999998,prot,0.0015203746034606366,0.05411387246094834,0.7099938645321623,2.8810287489023115e-15,9.23697026977699e-7,0.9977616731120865
0.3,inf,0.13367419947830456,0.17371939253390223,0.3790807723907429,4.358027679480371e-4,0.4449769768460753,0.9705158018287318
0.3,prot,0.0018149092232844111,0.059459225520888115,0.7188393335377425,3.552713678800501e-15,1.3152395370030767e-6,0.998584292265872
0.375,inf,0.13087548810015506,0.17276549184102202,0.36646862279792514,2.757994356804818e-4,0.43990033553317653,0.9701614202161252
0.375,prot,0.002170181188167303,0.06529025402387612,0.7276540805332841,4.6629367034256575e-15,1.921892078149412e-6,0.9991813158597879
0.44999999999999996,inf,0.12792621285554526,0.171714483242106,0.3545040804198193,1.5966914768562415e-4,0.43429924935898045,0.9695666564095805
0.44999999999999996,prot,0.002580404562440461,0.071629809425028,0.7368674958104663,5.773159728050814e-15,2.812371635241284e-6,0.9994971224340591
0.525,inf,0.12501151798406232,0.17063819177979175,0.3420379360299549,8.948209570821132e-5,0.4285656127712749,0.9691162002499256
0.525,prot,0.0030809997988185374,0.0785911372089036,0.7458816572358539,6.661338147750939e-15,4.096661059882489e-6,0.9997176948555273
0.6,inf,0.1219154785520985,0.1695210277555425,0.3305976763496509,5.209464870459952e-5,0.42193096667041785,0.9686356733243501
0.6,prot,0.0036764640601924634,0.08627878509946485,0.7546694237563579,7.993605777301127e-15,6.0479146666847505e-6,0.9998323852706629
0.6749999999999999,inf,0.11889337311409236,0.16827698614864933,0.31863846798282464,2.901789421555517e-5,0.41474604614102956,0.9680925863381239
0.6749999999999999,prot,0.0043965520989971505,0.09455964741919465,0.7634399998779322,9.325873406851315e-15,8.742546519002747e-6,0.999906111141771
0.75,inf,0.11591169195631562,0.16692441849816358,0.3065403366430645,1.652531670022174e-5,0.40674326774038216,0.9675611311533899
0.75,prot,0.005237288135175145,0.10355288693259512,0.7718430447821457,9.992007221626409e-15,1.235586649273035e-5,0.9999494492107
0.825,inf,0.11270115163015215,0.16548398389743638,0.2952670517367128,8.773344430129582e-6,0.3987237924213251,0.9670029068699528
0.825,prot,0.00625237910009796,0.11312167313542959,0.7800933104308578,1.1102230246251565e-14,1.7816841011930595e-5,0.9999730849400372
0.8999999999999999,inf,0.10955457830981978,0.16395520362226787,0.2848227045840085,4.5522358411138405e-6,0.38976293395298095,0.9661879343084168
0.8999999999999999,prot,0.007408424471524056,0.12356842750247948,0.7879985625027018,1.2212453270876722e-14,2.5600042198425932e-5,0.9999864092026682
0.975,inf,0.10657315620564525,0.16239203591359191,0.2742783335061144,2.393617042100617e-6,0.38101873785541873,0.9657262310011354
0.975,prot,0.008804528691248455,0.1347084652391204,0.7959409599993708,1.3322676295501878e-14,3.683163443179982e-5,0.9999929117115006
1.05,inf,0.10340466509355704,0.1606407189621354,0.2648984689182338,1.1801713559636722e-6,0.37271838893485776,0.964997331509875
1.05,prot,0.010448645953102102,0.14668730334605645,0.803811341541158,1.3988810110276972e-14,5.2987619733047e-5,0.9999966317646869
1.125,inf,0.10028663225536041,0.15880416129864655,0.2545447999079237,5.727735072818696e-7,0.3626063747406121,0.9643399819159003
1.125,prot,0.0124250504554217,0.15967231436285584,0.8113863324337244,1.4432899320127035e-14,7.543047046165707e-5,0.9999984120753175
1.2,inf,0.0971339124464164,0.15671046735572322,0.2443892749543397,2.678097213311414e-7,0.35274472615843777,0.9637179311541358
1.2,prot,0.014690689356244556,0.17343021192411645,0.8184588350789289,1.509903313490213e-14,1.0949015373107329e-4,0.9999992567229465
1.275,inf,0.09411396631767718,0.1544075078606631,0.234404069671717,1.2406972848274426e-7,0.34173221892241573,0.9628700790448864
1.275,prot,0.017505415861452912,0.18821779864788862,0.8254750929762943,1.532107773982716e-14,1.585146769860768e-4,0.9999996256377747
1.3499999999999999,inf,0.09107914083833803,0.1518842582578841,0.22461687507164255,5.7560055213004025e-8,0.3318923746621945,0.9620500190736005
1.3499999999999999,prot,0.020754533283966193,0.20405649954896982,0.8325739226144618,1.4876988529977098e-14,2.32267523650187e-4,0.9999998244917429
1.425,inf,0.08807104300837056,0.14913650516019517,0.2150127483673732,2.6418741758680092e-8,0.3214100134324378,0.9613030501699374
1.425,prot,0.024668378077103953,0.22073081297097186,0.8395505415097188,1.3988810110276972e-14,3.39614842311875e-4,0.9999999228590263
1.5,inf,0.08503109472287697,0.1461010470796552,0.2055690371072382,1.268516041270621e-8,0.30946216610626354,0.960425769547818
