virus,population,term,estimate,std.error,statistic,p.value,ind
H1N1pdm,exposed,logHImid,-1.0222637371810492,0.1452995780812816,-7.03555888241594,1.9846388258931237e-12,24
H1N1pdm,exposed,(Intercept),1.3737196878637212,0.29061702508568754,4.72690712961047,2.2796546327933206e-6,25
H1N1pdm,exposed,logHImid,-1.0003760809212576,0.15905542770019065,-6.289480939983405,3.185292119127946e-10,25
H1N1pdm,exposed,(Intercept),0.8814365101242433,0.23250033672418713,3.7911192841405765,1.4996990095822823e-4,26
H1N1pdm,exposed,logHImid,-0.6096724843200287,0.1180161547400025,-5.166008718579063,2.3914564047924794e-7,26
H1N1pdm,exposed,(Intercept),1.2000812847990692,0.2306986958521881,5.201942214567082,1.97216552036717e-7,27
H1N1pdm,exposed,logHImid,-0.7493094310315095,0.11583173462275333,-6.468947680632588,9.868775544130437e-11,27
H1N1pdm,exposed,(Intercept),1.053648162656095,0.24403419369531315,4.3176251110597175,1.5771701256217983e-5,28
H1N1pdm,exposed,logHImid,-0.714548202610397,0.12641875515659176,-5.652232548290038,1.583771160979767e-8,28
H1N1pdm,exposed,(Intercept),1.4413121865914875,0.2538104810074609,5.678694515964923,1.357266275809224e-8,29
H1N1pdm,exposed,logHImid,-0.9174057228361927,0.13365013702695555,-6.864233312766178,6.684929815397891e-12,29
H1N1pdm,exposed,(Intercept),1.281672564970722,0.2475004938441368,5.1784646772375895,2.2371942198365921e-7,30
H1N1pdm,exposed,logHImid,-0.8429534882883987,0.1298759345944768,-6.490451760138839,8.557936539960885e-11,30
H1N1pdm,exposed,(Intercept),1.3051032862621337,0.25738293316445343,5.070667546663807,3.9642274162881e-7,31
H1N1pdm,exposed,logHImid,-0.8481111784659287,0.1363789603638826,-6.2187831334321775,5.010252134578147e-10,31
H1N1pdm,exposed,(Intercept),1.3513629017215547,0.2610941040392069,5.175769505383503,2.2697353030309326e-7,32
H1N1pdm,exposed,logHImid,-0.8603953517236705,0.13938083578471808,-6.172981722197461,6.701396181820922e-10,32
H1N1pdm,exposed,(Intercept),1.2901594334691524,0.25054269600671536,5.149459369729828,2.61238354473863e-7,33
H1N1pdm,exposed,logHImid,-0.8625967016593151,0.13203022856366742,-6.533327337560088,6.432434207014164e-11,33
H1N1pdm,exposed,(Intercept),1.5326498948469345,0.24820684093163092,6.174889818081629,6.620962775879579e-10,34
H1N1pdm,exposed,logHImid,-0.9177588501736869,0.12839363205490972,-7.148009098934063,8.804547760789019e-13,34
H1N1pdm,exposed,(Intercept),1.167804946389099,0.23863648401009663,4.893656354489742,9.897960939911011e-7,35
H1N1pdm,exposed,logHImid,-0.7991275729292353,0.12365685594343503,-6.462460708970186,1.0301389881087492e-10,35
H1N1pdm,exposed,(Intercept),1.1316278313571684,0.21181797414169984,5.342454227232593,9.169653030330503e-8,36
H1N1pdm,exposed,logHImid,-0.689771377589632,0.10334676793008889,-6.674339134207298,2.4834872125872427e-11,36
H1N1pdm,exposed,(Intercept),1.1936507933367893,0.2504097367988646,4.766790655171527,1.8718362312266087e-6,37
H1N1pdm,exposed,logHImid,-0.8667372550196598,0.12995252276540115,-6.66964547186476,2.564220996980427e-11,37
H1N1pdm,exposed,(Intercept),1.1771524738293062,0.24916027746920238,4.72447890083446,2.30706165599923e-6,38
H1N1pdm,exposed,logHImid,-0.8273922348218626,0.13032779871930067,-6.348547608050188,2.173571750415079e-10,38
H1N1pdm,exposed,(Intercept),0.9360095121465153,0.23853622909193165,3.923972118238601,8.710082051956499e-5,39
H1N1pdm,exposed,logHImid,-0.6998324269713637,0.12397965909278019,-5.644735854997343,1.6543504610640792e-8,39
H1N1pdm,exposed,(Intercept),0.9731221404054523,0.22049478587086063,4.413356699397828,1.017800960923955e-5,40
H1N1pdm,exposed,logHImid,-0.6475164819276804,0.10970724391503653,-5.902221756925674,3.5863864893269735e-9,40
H1N1pdm,exposed,(Intercept),1.1029893681009237,0.24437171255541223,4.513572199363364,6.374473521934343e-6,41
H1N1pdm,exposed,logHImid,-0.7536162329224803,0.12642232392218042,-5.961100931718125,2.50544146091005e-9,41
H1N1pdm,exposed,(Intercept),1.1642979070733335,0.2360373790686204,4.93268444035235,8.110713136312938e-7,42
H1N1pdm,exposed,logHImid,-0.7415606821500267,0.12264000521675365,-6.0466458790457,1.4789232561813663e-9,42
H1N1pdm,exposed,(Intercept),1.0218136762642167,0.23508183374734384,4.346629681995843,1.382453296057147e-5,43
H1N1pdm,exposed,logHImid,-0.7400439299190567,0.11953367361110238,-6.191091661139416,5.974894947163901e-10,43
H1N1pdm,exposed,(Intercept),0.7365787369554868,0.23095244387278796,3.189309126173202,0.0014261328453103405,44
H1N1pdm,exposed,logHImid,-0.6284844526894332,0.11693694003601156,-5.374558736494105,7.67704553539153e-8,44
H1N1pdm,exposed,(Intercept),1.2404162134304537,0.2423797690430166,5.117655728149116,3.0935661188026703e-7,45
H1N1pdm,exposed,logHImid,-0.8243880820791601,0.1236697883093868,-6.6660426394260055,2.6279293908017288e-11,45
H1N1pdm,exposed,(Intercept),1.2437359985843977,0.2679717431592847,4.641295324354816,3.462318655722643e-6,46
H1N1pdm,exposed,logHImid,-0.8567637244215349,0.1420588998044254,-6.031045753564572,1.6290205430789666e-9,46
H1N1pdm,exposed,(Intercept),1.1659176409784413,0.2520571618361823,4.625608066380584,3.7350100028087465e-6,47
H1N1pdm,exposed,logHImid,-0.8102907848350064,0.13145925178612214,-6.163817105496009,7.101195862888365e-10,47
H1N1pdm,exposed,(Intercept),1.2690118762336102,0.25337720372621775,5.008390090234078,5.488720422801019e-7,48
H1N1pdm,exposed,logHImid,-0.8378055982962851,0.13205740286290055,-6.344253181823352,2.2350700009189988e-10,48
H1N1pdm,exposed,(Intercept),1.7323832065092213,0.2893765782862704,5.986604779034444,2.142665772138028e-9,49
H1N1pdm,exposed,logHImid,-1.0888665079322146,0.15765347354515147,-6.906708006153551,4.9602942889185094e-12,49
H1N1pdm,exposed,(Intercept),0.8287159976887911,0.2364332228957896,3.5050742342333856,4.5647998322408703e-4,50
H1N1pdm,exposed,logHImid,-0.6267830903798762,0.1212371322484724,-5.1698937343329785,2.3422714605703102e-7,50
H1N1pdm,exposed,(Intercept),1.5893836022481616,0.2799606644928925,5.677167558975101,1.3694331721907248e-8,51
H1N1pdm,exposed,logHImid,-1.0131230458870455,0.15137156035507465,-6.692955027420916,2.1870837087272065e-11,51
H1N1pdm,exposed,(Intercept),1.1536811626497847,0.2376683407672974,4.854164248066011,1.2089550676444415e-6,52
H1N1pdm,exposed,logHImid,-0.797528275660614,0.12161763802950988,-6.557669500760227,5.465517177130211e-11,52
H1N1pdm,exposed,(Intercept),0.9456116697653828,0.22513755720575127,4.2001507056470215,2.6673737547016753e-05,53
H1N1pdm,exposed,logHImid,-0.6828668781934737,0.11321657246148684,-6.031509904839826,1.6243476708557792e-9,53
H1N1pdm,exposed,(Intercept),1.0437185199329286,0.22939734630718495,4.5498282204855585,5.368972732322474e-6,54
H1N1pdm,exposed,logHImid,-0.7110443755088196,0.11567939624671426,-6.146681246436882,7.91209033062544e-10,54
H1N1pdm,exposed,(Intercept),1.300310643914123,0.25431127709091983,5.113067178099396,3.169695102793178e-7,55
H1N1pdm,exposed,logHImid,-0.8581027987468561,0.13544527991283917,-6.335420468687109,2.366948854520848e-10,55
H1N1pdm,exposed,(Intercept),1.482634851630943,0.26552773818375297,5.583728697319436,2.3541585356836862e-8,56
H1N1pdm,exposed,logHImid,-0.9504733226810291,0.1411684712446728,-6.73290086873344,1.6631338019895237e-11,56
H1N1pdm,exposed,(Intercept),0.8750189601001899,0.2174304522340557,4.024362508147042,5.712985905404475e-5,57
H1N1pdm,exposed,logHImid,-0.6167575656238092,0.10776335011865362,-5.7232590202951545,1.0449975544967346e-8,57
H1N1pdm,exposed,(Intercept),1.3908386152952763,0.25973375169843377,5.354862840121457,8.56213413994549e-8,58
H1N1pdm,exposed,logHImid,-0.8901134984467611,0.13727084676009632,-6.484359348364644,8.910960815837285e-11,58
H1N1pdm,exposed,(Intercept),0.8693103551742691,0.23160086161119506,3.753484978970599,1.743929871575881e-4,59
H1N1pdm,exposed,logHImid,-0.6726956914097204,0.11745763778471482,-5.727134515021387,1.0214117838877597e-8,59
H1N1pdm,exposed,(Intercept),1.6371646784289218,0.2625732558560136,6.235077799875735,4.515536180197324e-10,60
H1N1pdm,exposed,logHImid,-1.0106904996697426,0.13785527416551016,-7.331533057315597,2.275346813600431e-13,60
H1N1pdm,exposed,(Intercept),1.189038802125972,0.25141437793108284,4.72939858058519,2.2518591010367165e-6,61
H1N1pdm,exposed,logHImid,-0.845931202875343,0.13285133500848373,-6.367502462969776,1.921309654280471e-10,61
H1N1pdm,exposed,(Intercept),1.6062510933306455,0.28929622444663616,5.552271193317755,2.819816768799914e-8,62
H1N1pdm,exposed,logHImid,-1.048474219155321,0.15873963083670953,-6.604993432508693,3.975349672337266e-11,62
H1N1pdm,exposed,(Intercept),1.140924253443153,0.23338458517445515,4.888601586905627,1.0155478850248636e-6,63
H1N1pdm,exposed,logHImid,-0.7334115346248786,0.12005441904774417,-6.108992408960889,1.002620964084885e-9,63
H1N1pdm,exposed,(Intercept),2.0787997374291862,0.3108729388178708,6.686975538411465,2.2782994264681502e-11,64
H1N1pdm,exposed,logHImid,-1.2749340047728346,0.17031595493791585,-7.485699183247852,7.116723404710094e-14,64
H1N1pdm,exposed,(Intercept),1.5701304523692672,0.26431024873172787,5.940482671040627,2.8418409900324208e-9,65
H1N1pdm,exposed,logHImid,-0.9660206373045481,0.14056155528344189,-6.872580737717158,6.305067298459797e-12,65
H1N1pdm,exposed,(Intercept),0.9292821050003323,0.2358021914102864,3.9409392230092486,8.116319046650377e-5,66
H1N1pdm,exposed,logHImid,-0.682053743630475,0.12032604665084985,-5.668379894584176,1.441540653536529e-8,66
H1N1pdm,exposed,(Intercept),1.373213445414443,0.2746258219976145,5.000307092121772,5.72390724743207e-7,67
H1N1pdm,exposed,logHImid,-0.9434405852965837,0.14794870400540214,-6.376808716500385,1.808160640527459e-10,67
H1N1pdm,exposed,(Intercept),1.1416136152043568,0.22592903594373187,5.052974313087753,4.349824174777002e-7,68
H1N1pdm,exposed,logHImid,-0.7637344816443906,0.11298213318515989,-6.759781038943125,1.3820043944036354e-11,68
H1N1pdm,exposed,(Intercept),1.1357783773030212,0.23427702822531007,4.848014275692087,1.247034290129845e-6,69
H1N1pdm,exposed,logHImid,-0.7842604907844664,0.11966296763246252,-6.55391142557382,5.604921984272127e-11,69
H1N1pdm,exposed,(Intercept),1.5905102709197372,0.2726467582054027,5.833593186248345,5.424628835429505e-9,70
H1N1pdm,exposed,logHImid,-0.9805770573693943,0.14665231713319293,-6.68640684673814,2.287166181034119e-11,70
H1N1pdm,exposed,(Intercept),0.7520755958047596,0.21798554019555522,3.4501168982588077,5.603438560248167e-4,71
H1N1pdm,exposed,logHImid,-0.5609989423542114,0.10786911221914428,-5.200737549545226,1.9849923510930663e-7,71
H1N1pdm,exposed,(Intercept),1.2894556261966705,0.2725256954774503,4.731501093640413,2.2286561694013827e-6,72
H1N1pdm,exposed,logHImid,-0.9268150394223643,0.14653175707801,-6.325011437138164,2.5321382721499237e-10,72
H1N1pdm,exposed,(Intercept),0.9901448049398458,0.2333451398961351,4.24326302823608,2.202929790803415e-5,73
H1N1pdm,exposed,logHImid,-0.7009301396359652,0.11868981645380638,-5.905562588082394,3.514453249665323e-9,73
H1N1pdm,exposed,(Intercept),1.1984817258172258,0.22991088017545483,5.212809958809314,1.8600141900182732e-7,74
H1N1pdm,exposed,logHImid,-0.7915229169368913,0.11626061435325918,-6.808177656208146,9.884276054632034e-12,74
H1N1pdm,exposed,(Intercept),1.2241533916341516,0.24120208898518258,5.075218862260157,3.8705023563420625e-7,75
H1N1pdm,exposed,logHImid,-0.7876473219230037,0.12397762694217514,-6.353140815401905,2.109624303624102e-10,75
H1N1pdm,exposed,(Intercept),1.0135648450505943,0.2351442845440445,4.310395411123611,1.6296289063255602e-5,76
H1N1pdm,exposed,logHImid,-0.7137078693206377,0.12093464748690938,-5.901599617246937,3.599939510715784e-9,76
H1N1pdm,exposed,(Intercept),1.9059715589834134,0.3133322358449208,6.08290926033779,1.180211485343457e-9,77
H1N1pdm,exposed,logHImid,-1.1762315051859404,0.17532928588666657,-6.708699571994266,1.9636647501595402e-11,77
H1N1pdm,exposed,(Intercept),1.1420403310698393,0.26043537658526306,4.385119817606463,1.1592195348461388e-5,78
H1N1pdm,exposed,logHImid,-0.7971432200836821,0.13875719460684233,-5.744878471652048,9.198702821611308e-9,78
H1N1pdm,exposed,(Intercept),1.1267504873677605,0.23843964553381577,4.72551653415356,2.295311565859029e-6,79
H1N1pdm,exposed,logHImid,-0.7793830013894839,0.12290101841205203,-6.341550391197209,2.2746433063860198e-10,79
H1N1pdm,exposed,(Intercept),0.9218595427034271,0.2206460942427579,4.178000729481231,2.9408271232331083e-5,80
H1N1pdm,exposed,logHImid,-0.6692640949476412,0.10898081476702934,-6.141118474644749,8.194243680451004e-10,80
H1N1pdm,exposed,(Intercept),1.2020506147036232,0.2367981216959843,5.0762675231304755,3.849212410342548e-7,81
H1N1pdm,exposed,logHImid,-0.7310570666992193,0.1215768873258288,-6.013125379168245,1.819801763644372e-9,81
H1N1pdm,exposed,(Intercept),1.3242866276295957,0.24531210642290852,5.39837453169383,6.724737104469012e-8,82
H1N1pdm,exposed,logHImid,-0.8733988598387394,0.1261794994082869,-6.921876088703032,4.457010322547093e-12,82
H1N1pdm,exposed,(Intercept),1.4730924347422336,0.2600868801743692,5.663847533388201,1.4801593585053402e-8,83
H1N1pdm,exposed,logHImid,-0.9364493207603238,0.13755161381364867,-6.807984979580108,9.897519493105287e-12,83
H1N1pdm,exposed,(Intercept),1.179252048361556,0.2437224203167879,4.838504585785651,1.308196782773736e-6,84
H1N1pdm,exposed,logHImid,-0.8002702423955578,0.12531745155281815,-6.38594411615739,1.7034320497273937e-10,84
H1N1pdm,exposed,(Intercept),1.0409035762393724,0.2656103919288142,3.918911337318245,8.894982515736583e-5,85
H1N1pdm,exposed,logHImid,-0.7856298909825278,0.14238193327359408,-5.517763896862534,3.433402781312158e-8,85
H1N1pdm,exposed,(Intercept),1.638402149823606,0.25842422797349224,6.3399711500411815,2.2980819132059978e-10,86
H1N1pdm,exposed,logHImid,-0.9948768425960345,0.13766848082798513,-7.2266130679477705,4.951883656832491e-13,86
H1N1pdm,exposed,(Intercept),1.331059102014431,0.26013617511321296,5.116778169876394,3.107987883987925e-7,87
H1N1pdm,exposed,logHImid,-0.8983113033428594,0.13705654813244292,-6.554311454530339,5.5899191636855266e-11,87
H1N1pdm,exposed,(Intercept),1.2891459130026834,0.23967075575463254,5.378820244229008,7.497552106837163e-8,88
H1N1pdm,exposed,logHImid,-0.7911015222718321,0.12433722182853962,-6.362547840764505,1.984342019046565e-10,88
H1N1pdm,exposed,(Intercept),0.9620901814833431,0.23396066310737246,4.112187787063193,3.919272966216781e-5,89
H1N1pdm,exposed,logHImid,-0.7106857558494395,0.11854438482246735,-5.995102652173411,2.0335694418619182e-9,89
H1N1pdm,exposed,(Intercept),1.0452674179197161,0.2267005067092546,4.610785538562032,4.01150220154884e-6,90
H1N1pdm,exposed,logHImid,-0.672514246637951,0.11399929201813847,-5.899284414248354,3.650814499232764e-9,90
H1N1pdm,exposed,(Intercept),1.0983947346101453,0.23598738405063632,4.654463792752837,3.248249080327025e-6,91
H1N1pdm,exposed,logHImid,-0.7410391790367298,0.1212744532551042,-6.1104310029576725,9.936242869900192e-10,91
H1N1pdm,exposed,(Intercept),0.9697351946446011,0.23782468420537256,4.0775212122522575,4.551837830983112e-5,92
H1N1pdm,exposed,logHImid,-0.6846887620800124,0.12371648898363118,-5.534337158328208,3.124075204773741e-8,92
H1N1pdm,exposed,(Intercept),0.8409082847189685,0.2351359708104228,3.5762639030544014,3.485398066826356e-4,93
H1N1pdm,exposed,logHImid,-0.6619755785586856,0.11942857212285911,-5.542857682981381,2.975747153637144e-8,93
H1N1pdm,exposed,(Intercept),1.3880140301975261,0.26954094721052546,5.149547942759937,2.6111502583271354e-7,94
H1N1pdm,exposed,logHImid,-0.9145613765491164,0.14466983607130313,-6.321714335104095,2.5867725809628247e-10,94
H1N1pdm,exposed,(Intercept),1.2767650048870514,0.2654421066756689,4.809956569727913,1.5096309309910632e-6,95
H1N1pdm,exposed,logHImid,-0.8895954400656279,0.14158898471090403,-6.282942432859457,3.322241089119744e-10,95
H1N1pdm,exposed,(Intercept),1.1340869078846636,0.2422779823144252,4.68093260910874,2.8557281039619063e-6,96
H1N1pdm,exposed,logHImid,-0.7286453608866901,0.12678314128552431,-5.747178635097318,9.074484626430305e-9,96
H1N1pdm,exposed,(Intercept),1.4428140609480955,0.24952801622982174,5.782172610306117,7.374198515841077e-9,97
H1N1pdm,exposed,logHImid,-0.881997067287185,0.1311718906275412,-6.7239792235029245,1.7682765716953782e-11,97
H1N1pdm,exposed,(Intercept),1.0139066159888077,0.23368626895060038,4.338751354719692,1.4329453227047936e-5,98
H1N1pdm,exposed,logHImid,-0.670122533375576,0.12040318945860366,-5.565654335145115,2.6117050865822984e-8,98
H1N1pdm,exposed,(Intercept),1.3960445466059177,0.27793295364657317,5.022954379066415,5.088263431970379e-7,99
H1N1pdm,exposed,logHImid,-0.9592432900010858,0.1503349137847635,-6.380708684706782,1.7627034120675484e-10,99
H1N1pdm,exposed,(Intercept),0.9645555488121081,0.2441458192605,3.9507354733072106,7.79114002377069e-5,100
H1N1pdm,exposed,logHImid,-0.7141564877500299,0.12628156953740766,-5.655270918520533,1.556006383122969e-8,100
H1N1pdm,exposed,(Intercept),1.514271651171432,0.25111577379533856,6.03017336698879,1.6378388257198844e-9,101
H1N1pdm,exposed,logHImid,-0.927521194182272,0.13138782917283814,-7.059414863778104,1.6720518162601467e-12,101
H1N1pdm,exposed,(Intercept),1.6869117462774021,0.2887345926784815,5.842430346251762,5.144469919850808e-9,102
H1N1pdm,exposed,logHImid,-1.059090296387861,0.15820690672159643,-6.694336665412391,2.1665211776170364e-11,102
H1N1pdm,exposed,(Intercept),1.654298120595753,0.2660649423974793,6.217647863296348,5.046625261686367e-10,103
H1N1pdm,exposed,logHImid,-1.009467027974495,0.14276840658272563,-7.0706611647274364,1.5419723261013874e-12,103
H1N1pdm,exposed,(Intercept),1.4512214144616258,0.24301417283620314,5.971756286987347,2.3471298068213655e-9,104
H1N1pdm,exposed,logHImid,-0.858335953178506,0.126558880048425,-6.782107686557296,1.1843513761325257e-11,104
H1N1pdm,exposed,(Intercept),1.2685850290113116,0.24241976157851644,5.233009968951868,1.6677174126932397e-7,105
H1N1pdm,exposed,logHImid,-0.8423271039949773,0.12521193895593327,-6.727210767748142,1.729461445850441e-11,105
H1N1pdm,exposed,(Intercept),1.3518184618155538,0.25009382568732624,5.405245243861526,6.471977830212203e-8,106
H1N1pdm,exposed,logHImid,-0.8725363380075692,0.13066162081453653,-6.677831887957851,2.4250298053982457e-11,106
H1N1pdm,exposed,(Intercept),1.1547796062438564,0.22689785639612134,5.0894249270818435,3.5915100705218775e-7,107
H1N1pdm,exposed,logHImid,-0.7360363490364477,0.11332349602772103,-6.4950021384479655,8.30322315508439e-11,107
H1N1pdm,exposed,(Intercept),0.9879757522884236,0.24116953824461201,4.096602578748338,4.192577546077572e-5,108
H1N1pdm,exposed,logHImid,-0.7295561570716793,0.12484995490585145,-5.843463520846547,5.112649834118062e-9,108
H1N1pdm,exposed,(Intercept),1.4768135276083223,0.2510062156594361,5.883573535135302,4.015015847142472e-9,109
H1N1pdm,exposed,logHImid,-0.8694615540947407,0.1300614033846839,-6.68500824586004,2.309116417199207e-11,109
H1N1pdm,exposed,(Intercept),1.1994612686249946,0.23646707770962158,5.072423951117275,3.927801222346903e-7,110
H1N1pdm,exposed,logHImid,-0.7760824409210756,0.12006298806172207,-6.463960738026165,1.0199734696475938e-10,110
H1N1pdm,exposed,(Intercept),1.2133967480969425,0.23657204626661965,5.129079142044658,2.9116292520910956e-7,111
H1N1pdm,exposed,logHImid,-0.7852175964262199,0.12166916772790753,-6.453710591513422,1.0914415372671102e-10,111
H1N1pdm,exposed,(Intercept),0.814799427954071,0.2128612772342812,3.827842426489246,1.2927146859078282e-4,112
H1N1pdm,exposed,logHImid,-0.6085979324276304,0.10219438976914112,-5.9552968984154955,2.596001117814327e-9,112
H1N1pdm,exposed,(Intercept),1.315160673737952,0.2487947625138164,5.286126847886988,1.24933278092959e-7,113
H1N1pdm,exposed,logHImid,-0.8572942902934436,0.1296009068460531,-6.614878793338875,3.718562982690872e-11,113
H1N1pdm,exposed,(Intercept),1.125943205348269,0.22685899887665054,4.963185110238784,6.934643101162966e-7,114
H1N1pdm,exposed,logHImid,-0.7489755807131424,0.11443513577694539,-6.54497917643957,5.95036762367956e-11,114
H1N1pdm,exposed,(Intercept),1.7855222792330203,0.309297004114231,5.7728405237755975,7.794620754319425e-9,115
H1N1pdm,exposed,logHImid,-1.1284280903991442,0.17152748073593896,-6.578701474292174,4.745744983856157e-11,115
H1N1pdm,exposed,(Intercept),1.5109210970839284,0.25161065275532,6.0049965314991285,1.9133599483093087e-9,116
H1N1pdm,exposed,logHImid,-0.8994045600070483,0.13278065343698944,-6.773611491781499,1.25606694878864e-11,116
H1N1pdm,exposed,(Intercept),1.1636637176010005,0.2482893952066753,4.686723396431694,2.776137635500261e-6,117
H1N1pdm,exposed,logHImid,-0.8069478716900781,0.1282160454898875,-6.293657463907064,3.100716552697435e-10,117
H1N1pdm,exposed,(Intercept),1.3434803926083334,0.24095312949267397,5.575691817894322,2.465480667256274e-8,118
H1N1pdm,exposed,logHImid,-0.8007784335609389,0.12313540870814053,-6.503234463280741,7.861112487575199e-11,118
H1N1pdm,exposed,(Intercept),1.009360129070923,0.22486997326352343,4.488638987331855,7.1679651383812506e-6,119
H1N1pdm,exposed,logHImid,-0.671266607852104,0.1122818531928012,-5.978406917629512,2.253303052444702e-9,119
H1N1pdm,exposed,(Intercept),1.22784532016105,0.28279722981747957,4.341786943788363,1.4132854760525051e-5,120
H1N1pdm,exposed,logHImid,-0.9047941262395292,0.15434305789690816,-5.86222755055091,4.566985729221331e-9,120
H1N1pdm,exposed,(Intercept),1.3930869542472497,0.2621505112343887,5.314073002137658,1.0720163874316563e-7,121
