virus,term,estimate,std.error,statistic,p.value,ind
bvic,b1,-0.5327072394346503,0.15169590099281785,-3.511678535465976,4.4528626007529667e-4,37
bvic,b0,-2.0609474184265704,0.3273869385490897,-6.295142462189412,3.071176670358494e-10,38
bvic,b1,-0.33568775380047455,0.11398231195265644,-2.945086373927083,0.003228645173727428,38
bvic,b0,-1.6352714222594589,0.34531378213390007,-4.735610065008527,2.183971397288601e-6,39
bvic,b1,-0.5013945857803809,0.1319483389631388,-3.7999310163385305,1.447363722658054e-4,39
bvic,b0,-2.086215956939713,0.3490302864184851,-5.977177448831341,2.270368557599131e-9,40
bvic,b1,-0.35702095161945757,0.11894676096382469,-3.001518904142656,0.00268636358980757,40
bvic,b0,-1.5084526986992415,0.3618651314629634,-4.168549460957474,3.065442457791307e-5,41
bvic,b1,-0.5788144040327858,0.1551011490398173,-3.7318511669065297,1.900777995191617e-4,41
bvic,b0,-1.682345099685075,0.4105303908398506,-4.097979436414889,4.167722956953334e-5,42
bvic,b1,-0.6042521552040105,0.18068554110669038,-3.3442197505289837,8.251434958859963e-4,42
bvic,b0,-1.6241066829638438,0.42144981183773444,-3.853618241948945,1.1638501724324109e-4,43
bvic,b1,-0.6404850785355386,0.1883155310129247,-3.4011272203118503,6.710858835389905e-4,43
bvic,b0,-1.9640455158984949,0.45202257868797224,-4.345016396303205,1.3926526054403172e-5,44
bvic,b1,-0.5819552987856254,0.19296537817423245,-3.015853435947281,0.0025625709300551485,44
bvic,b0,-1.8217000377938835,0.347508323522869,-5.242176703356,1.5869328436932262e-7,45
bvic,b1,-0.45741193600511004,0.13360074251064155,-3.4237230078917884,6.176954661434615e-4,45
bvic,b0,-2.3397294522525174,0.49048263072909554,-4.77025954777347,1.8398869497606463e-6,46
bvic,b1,-0.5205386886840138,0.19675491082227362,-2.6456198043982253,0.008154140669815993,46
bvic,b0,-1.7053428406014315,0.3354042278566345,-5.084440501836384,3.687113235849801e-7,47
bvic,b1,-0.46825883717350836,0.13299726940747128,-3.520815421697698,4.3022197522907745e-4,47
bvic,b0,-1.7566189673666082,0.3619137646796032,-4.853694826782055,1.2118217310632754e-6,48
bvic,b1,-0.5002493954555108,0.1449716120543568,-3.450671399500913,5.591939641194927e-4,48
bvic,b0,-1.963019420729089,0.4079675405036945,-4.811704917272241,1.4964819155316285e-6,49
bvic,b1,-0.5147820718456046,0.16560209732063697,-3.108548020674456,0.0018800909028829319,49
bvic,b0,-2.022767188554565,0.3849615735588886,-5.254465192082702,1.4845521789617852e-7,50
bvic,b1,-0.45342843620353535,0.14340150006164548,-3.161950439909034,0.0015671623385522936,50
bvic,b0,-1.1734540920400987,0.41185817714934986,-2.8491703143108302,0.004383340875017833,51
bvic,b1,-0.7454678610670188,0.19852476376787143,-3.755037139541293,1.7331577640143894e-4,51
bvic,b0,-1.41649963559204,0.2869274587178309,-4.936786607743419,7.942028858133067e-7,52
bvic,b1,-0.44464340608700664,0.10853796638298212,-4.096662402150214,4.191494717278871e-5,52
bvic,b0,-1.7103563860844588,0.3709796045084646,-4.6103784825330845,4.019365307341672e-6,53
bvic,b1,-0.5291737089482138,0.15024692167446974,-3.522026961023136,4.2826058653260696e-4,53
bvic,b0,-1.7912884435480974,0.33705389088698,-5.314546106660277,1.0692350758857877e-7,54
bvic,b1,-0.43579401903248977,0.12953368186939,-3.3643297460802892,7.672980867261287e-4,54
bvic,b0,-1.8504602820517462,0.36724373284392264,-5.03877974369187,4.6850926416262247e-7,55
bvic,b1,-0.48679418412756015,0.14561668840813952,-3.3429834825192324,8.288283313022452e-4,55
bvic,b0,-1.3943738414021043,0.44179048633790485,-3.1561880224274748,0.001598457835976293,56
bvic,b1,-0.7304136318180692,0.21069738837907848,-3.466647771181376,5.269919723907136e-4,56
bvic,b0,-1.4729383367290967,0.40872025595781886,-3.6037811076363884,3.136212083029183e-4,57
bvic,b1,-0.6546109173882341,0.18225192505558466,-3.591791511604531,3.284125438969448e-4,57
bvic,b0,-1.9634171374596507,0.4765691876364195,-4.119899457196057,3.790377614541618e-5,58
bvic,b1,-0.614854338194661,0.20485639720559215,-3.0013919339682533,0.0026874841105749337,58
bvic,b0,-1.7222659827556108,0.3750443800156241,-4.5921658196394315,4.386695954025935e-6,59
bvic,b1,-0.5379949822376447,0.15589188188014808,-3.451077604228699,5.583529958954979e-4,59
bvic,b0,-2.0433760794468894,0.3665014860355993,-5.5753555096047025,2.4702486840861715e-8,60
bvic,b1,-0.4124952689956805,0.13295865471250118,-3.1024326313140445,0.0019193722883168412,60
bvic,b0,-2.0191779598441775,0.36340965974121703,-5.55620332514559,2.7570569786548314e-8,61
bvic,b1,-0.4187681520840263,0.13342049008069679,-3.1387094428355233,0.001696936177333681,61
bvic,b0,-1.344514099706613,0.29693126780031104,-4.5280313847270905,5.953574067813923e-6,62
bvic,b1,-0.47291471700992566,0.10882520939255981,-4.3456357185034555,1.3887287468607749e-5,62
bvic,b0,-1.1602240835998954,0.31635726317409596,-3.6674488581645344,2.44982529153318e-4,63
bvic,b1,-0.587458659918408,0.1334582867072572,-4.401814787320083,1.073491778957935e-5,63
bvic,b0,-1.9071889226097742,0.40133435441939874,-4.7521197764613525,2.012950628559792e-6,64
bvic,b1,-0.5291703735177792,0.16448034232208025,-3.217225633453354,0.0012943676075670247,64
bvic,b0,-2.278942970979222,0.31152771411022195,-7.315377951166512,2.5665796429808166e-13,65
bvic,b1,-0.22611882539762398,0.09662774653017356,-2.3401024396963948,0.019278451240312973,65
bvic,b0,-1.8568162809450164,0.3386322308916952,-5.483282781605282,4.1750483703152865e-8,66
bvic,b1,-0.4300863450082135,0.1276715600556066,-3.368693425700226,7.552538333628092e-4,66
bvic,b0,-1.120923545400335,0.3990898635685523,-2.808699613108044,0.004974203484967202,67
bvic,b1,-0.7422769189897938,0.19271141692517602,-3.851753730179864,1.1727493209832652e-4,67
bvic,b0,-2.1358315768836276,0.37013021410071395,-5.770486967871418,7.904277838473039e-9,68
bvic,b1,-0.3896586021302934,0.13189507158932964,-2.9543075221456334,0.0031337156527584164,68
bvic,b0,-1.7742862331745373,0.37860809909164866,-4.6863398787067165,2.781342327355141e-6,69
bvic,b1,-0.5172325933235996,0.15249029180645807,-3.391905066193168,6.940848425194377e-4,69
bvic,b0,-1.1043620474279217,0.378304404067538,-2.9192418474482307,0.0035088388339621053,70
bvic,b1,-0.7140983125074916,0.17609089144940474,-4.05528251137663,5.0073745034871226e-5,70
bvic,b0,-1.9814238970628044,0.3369238110212713,-5.88092569372519,4.079783013480236e-9,71
bvic,b1,-0.3743069890622138,0.11976990062888015,-3.1252174970240985,0.0017767363806429114,71
bvic,b0,-1.9175778720978247,0.34687202316807875,-5.528199866290894,3.235333420659059e-8,72
bvic,b1,-0.4180812104019477,0.1271157323549917,-3.2889808574943875,0.001005508621083537,72
bvic,b0,-2.097542719250135,0.3748657398409362,-5.595450574224704,2.2004953194761904e-8,73
bvic,b1,-0.4157956010256661,0.14012408089583858,-2.9673386499123464,0.003003898993461482,73
bvic,b0,-2.5042531104301533,0.34333758677245835,-7.2938507373205494,3.0121914316030314e-13,74
bvic,b1,-0.19278165464811245,0.10017708005001064,-1.9244088024114052,0.0543033619706489,74
bvic,b0,-2.14802221041595,0.45792724334114976,-4.690749986271731,2.722054234116977e-6,75
bvic,b1,-0.5294100616757188,0.18491450992495775,-2.862999025282357,0.004196518542868344,75
bvic,b0,-1.6165450952797875,0.3219856592190239,-5.020549981016909,5.152374193347426e-7,76
bvic,b1,-0.46429377953190776,0.12409663071062814,-3.741389084241622,1.8300594162645284e-4,76
bvic,b0,-2.217299565118101,0.4920789613716469,-4.505983265241584,6.6066294296355215e-6,77
bvic,b1,-0.5591009967658411,0.2078683890960846,-2.689687446932605,0.007151896853487055,77
bvic,b0,-1.2847322265433012,0.60777822676142,-2.113817458366464,0.03453086125145207,78
bvic,b1,-0.9273646124305422,0.32158581462897684,-2.883723629104942,0.003930034942343101,78
bvic,b0,-2.3720468145849067,0.3780419888524614,-6.274559135045305,3.506263538166947e-10,79
bvic,b1,-0.33876586191710556,0.13404253734194332,-2.527301173454452,0.011494288658200942,79
bvic,b0,-1.7858612100120683,0.391042283303205,-4.56692610048861,4.9492839588260086e-6,80
bvic,b1,-0.539545381808409,0.16261127078983942,-3.31800728933312,9.066211842198526e-4,80
bvic,b0,-1.266849625850074,0.3141130693265873,-4.033100655652486,5.504568734725574e-5,81
bvic,b1,-0.549020360417463,0.12775761550114362,-4.297359169266497,1.728450055278241e-5,81
bvic,b0,-1.7955300442549604,0.4036954057275954,-4.447734650382778,8.67806376155995e-6,82
bvic,b1,-0.5567743191697139,0.1660001646049876,-3.3540588378006055,7.963542739003724e-4,82
bvic,b0,-1.6091468887614422,0.3953975909985056,-4.06969320348622,4.707508745251307e-5,83
bvic,b1,-0.6007173258682924,0.16861353324354073,-3.5626874919976497,3.6707756279845237e-4,83
bvic,b0,-1.3111554487660901,0.3954459617773722,-3.315637471357574,9.143435754731276e-4,84
bvic,b1,-0.6835349587052716,0.1793661432678989,-3.810836015380856,1.384976201371834e-4,84
bvic,b0,-0.9715290608213801,0.4869948825143033,-1.994947166190901,0.04604864252997323,85
bvic,b1,-0.8928993329199525,0.2494890758661405,-3.5789115407963745,3.450282190825057e-4,85
bvic,b0,-1.5215622629940364,0.3915747263470075,-3.8857519666518296,1.0201362258905842e-4,86
bvic,b1,-0.6243569167614632,0.1751413846784014,-3.5648737042242846,3.640314367043728e-4,86
bvic,b0,-1.6530085937408263,0.45999207067718567,-3.593558887454994,3.2619188532136893e-4,87
bvic,b1,-0.6781793359308336,0.21324825639758077,-3.1802339085316307,0.0014715621717949076,87
bvic,b0,-1.8893765170343797,0.3416885275579652,-5.52952869251327,3.2109228205234905e-8,88
bvic,b1,-0.41184830083547835,0.12086683839998974,-3.407454900677813,6.557174367429518e-4,88
bvic,b0,-2.097537699771546,0.35488304479623733,-5.910504123903372,3.410623130860414e-9,89
bvic,b1,-0.37777916111656057,0.12678603636475275,-2.9796590535390015,0.002885693742243507,89
bvic,b0,-1.4650771719134783,0.35930978564819654,-4.077476401792042,4.552714892778482e-5,90
bvic,b1,-0.5844154547514007,0.15200067564439118,-3.8448214277589994,1.2064025840744751e-4,90
bvic,b0,-1.6240853383942677,0.40215232204444784,-4.038483055718291,5.37979786685312e-5,91
bvic,b1,-0.6053536890443122,0.17237979697720637,-3.5117438334398177,4.451768757922999e-4,91
bvic,b0,-1.9177136654107858,0.35202493571578436,-5.447664272735206,5.103557294581942e-8,92
bvic,b1,-0.41840541853846364,0.12793185517737554,-3.270533503624652,0.0010734482582486083,92
bvic,b0,-0.643560995061425,0.45135756806888894,-1.4258340628138104,0.15391624602165793,93
bvic,b1,-0.9321088370147466,0.23203804345069476,-4.017051786651564,5.893077732643067e-5,93
bvic,b0,-1.8917542350539067,0.3157053801961956,-5.9921507637224085,2.0708380633345957e-9,94
bvic,b1,-0.3637355132673856,0.11052139951891159,-3.2910867474596714,9.980113230373914e-4,94
bvic,b0,-2.2376845238032246,0.3251167604340831,-6.882710447826671,5.872431627302633e-12,95
bvic,b1,-0.2728379645665322,0.10601012164627194,-2.5736973067243634,0.01006182581345103,95
bvic,b0,-2.182061599832882,0.40635623544604743,-5.369824330215299,7.881337629685735e-8,96
bvic,b1,-0.45427343225289973,0.1579693853623852,-2.8757055122471145,0.004031256225841745,96
bvic,b0,-1.9125754848197132,0.3975184102374087,-4.811287818537691,1.4996088039826421e-6,97
bvic,b1,-0.5205099111264342,0.16028304774397542,-3.2474420623562086,0.001164473697515787,97
bvic,b0,-1.2972402965817271,0.3661123038259794,-3.5432851696738705,3.951751321229802e-4,98
bvic,b1,-0.6430726564017303,0.1617214466890823,-3.9764216161018524,6.996004421439495e-5,98
bvic,b0,-2.4532501852965956,0.4371684027458359,-5.611682294255113,2.003690582553142e-8,99
bvic,b1,-0.41286904952330167,0.16455666257220627,-2.5089780205170222,0.012108101812552667,99
bvic,b0,-1.2691813077765024,0.3603634226676349,-3.5219481999067233,4.283878405339088e-4,100
bvic,b1,-0.6380617888578619,0.1589799340668775,-4.013473729266052,5.983166428521012e-5,100
bvic,b0,-1.9869882606019371,0.3361956755485573,-5.910213619969521,3.4166436015563455e-9,101
bvic,b1,-0.36138236434962717,0.11538778590376343,-3.13189443335909,0.001736823133139008,101
bvic,b0,-1.7738468949693709,0.3591849074003539,-4.938534048682088,7.871203655158161e-7,102
bvic,b1,-0.4823039796011551,0.1391788324894866,-3.465354400336616,5.295331682956595e-4,102
bvic,b0,-2.2721338250276637,0.3759536422281055,-6.04365424301189,1.5066220402298376e-9,103
bvic,b1,-0.36392970890521825,0.13207016003660452,-2.7555786167318312,0.005858842277143121,103
bvic,b0,-1.5303478543350928,0.3405912884939972,-4.493209033918272,7.015785744136795e-6,104
bvic,b1,-0.5268121668708721,0.1394303921052701,-3.7783166131608397,1.5789205992127332e-4,104
bvic,b0,-1.2465590995511115,0.3686820039674433,-3.38112271859407,7.219029395098808e-4,105
bvic,b1,-0.658213450804524,0.16237209206829828,-4.053735111866766,5.040629019814796e-5,105
bvic,b0,-1.0807631316420494,0.39411944061631,-2.742222332275694,0.0061025020234028865,106
bvic,b1,-0.7413391370757476,0.183544366796428,-4.039018739801362,5.367527720340243e-5,106
bvic,b0,-1.360315072057232,0.3685301623800041,-3.6911906023435996,2.2320679201290512e-4,107
bvic,b1,-0.6268449547306092,0.16256852517930054,-3.85588141394066,1.153133815875548e-4,107
bvic,b0,-2.241891770817275,0.403401241277864,-5.5574736550526715,2.737072797189456e-8,108
bvic,b1,-0.42989944372983374,0.15543428117917146,-2.76579555339071,0.005678412269307463,108
bvic,b0,-1.8820532288582479,0.35520989863314667,-5.298425624118074,1.1680543730829302e-7,109
bvic,b1,-0.4510304019531796,0.13459045626027374,-3.3511321269389853,8.048189230403835e-4,109
bvic,b0,-2.4426153466339438,0.3385345288811855,-7.215262072989965,5.383020309970559e-13,110
bvic,b1,-0.23181538890085407,0.1053550216088484,-2.2003259584675052,0.027783776829687693,110
bvic,b0,-2.9938854889236803,0.42404863641728774,-7.060240811569379,1.6621430198528038e-12,111
bvic,b1,-0.19533895175698995,0.12700952421174844,-1.5379866428861169,0.12405188071782254,111
bvic,b0,-1.0581855255026917,0.5041579739521986,-2.0989165701523205,0.03582425589116926,112
bvic,b1,-0.8867271347175872,0.26027664698666536,-3.4068639848546094,6.571386553017544e-4,112
bvic,b0,-0.9430292705935446,0.5508686865903372,-1.7118948554337492,0.08691604693478185,113
bvic,b1,-0.9583479818046259,0.2941979353298956,-3.257493907052723,0.0011240067137854594,113
bvic,b0,-2.021768769073754,0.4201679337169254,-4.8118111993664305,1.4956861470948137e-6,114
bvic,b1,-0.5195608638399422,0.1731560624014865,-3.0005352202758444,0.0026950558398414633,114
bvic,b0,-1.171455294347738,0.35455646020621706,-3.304002114829318,9.531511321568762e-4,115
bvic,b1,-0.6581128521847268,0.1560059649112566,-4.218510827833358,2.4592116332477937e-5,115
bvic,b0,-2.320182373398681,0.3499657507122074,-6.629741249470641,3.362758146834073e-11,116
bvic,b1,-0.29373591397748433,0.1149875796103956,-2.554501233722192,0.010634005287086494,116
bvic,b0,-1.8215293184983616,0.38952657674968566,-4.676264540657768,2.921476891963358e-6,117
bvic,b1,-0.5294548352359103,0.16278620414345912,-3.2524551943561257,0.0011441263254799263,117
bvic,b0,-1.910904275666144,0.3204478888060955,-5.963229412387988,2.4730082585922817e-9,118
bvic,b1,-0.3663143241832233,0.1149429503392804,-3.186922930914535,0.0014379508518966503,118
bvic,b0,-1.4583574606285792,0.3753387279038547,-3.885443606560489,1.021432024179269e-4,119
bvic,b1,-0.6108019068864327,0.16351533714644143,-3.735441075716398,1.8738645471389663e-4,119
bvic,b0,-1.6994579686864626,0.3362691408720258,-5.053862404023646,4.3296358306302874e-7,120
bvic,b1,-0.4657411067439511,0.12892946665296032,-3.6123713130496946,3.034096876702972e-4,120
bvic,b0,-1.7660511609038607,0.39100133333915243,-4.516739484803745,6.2799086511238285e-6,121
bvic,b1,-0.5504143488583436,0.16029222939722107,-3.433818039266013,5.951435664018377e-4,121
bvic,b0,-1.7461646150927375,0.303635513196912,-5.750857653993604,8.879185208162205e-9,122
bvic,b1,-0.3759465870650251,0.10423840688395349,-3.606603346150127,3.102313342071244e-4,122
bvic,b0,-1.2417939340668067,0.3397825035650377,-3.6546729776776608,2.575099989018683e-4,123
bvic,b1,-0.6013558139008077,0.14190445648018019,-4.237751433724699,2.2576952005207104e-5,123
bvic,b0,-1.925535703044708,0.34770772056260535,-5.537799678215693,3.0629530712714115e-8,124
bvic,b1,-0.42870291338854744,0.13008362580352106,-3.2955947433081425,9.821358029420337e-4,124
bvic,b0,-1.5591590999442986,0.45104816175100915,-3.4567463791261317,5.467391550378549e-4,125
bvic,b1,-0.6960080123921835,0.21098676279389747,-3.29882312603696,9.709106602840287e-4,125
bvic,b0,-1.1998961759515736,0.36194755010116275,-3.315110644114618,9.160685786189054e-4,126
bvic,b1,-0.6641971122535193,0.16263115011873516,-4.084070682452879,4.425356025484585e-5,126
bvic,b0,-1.6004187839668769,0.37338630613561885,-4.286227849463723,1.817325955595491e-5,127
bvic,b1,-0.5694063466892877,0.15663252567091462,-3.6353008051827755,2.7765646586552155e-4,127
bvic,b0,-1.5509055221175705,0.4108264396385785,-3.77508692839236,1.5995187476231266e-4,128
bvic,b1,-0.6476680881882898,0.1859105205221506,-3.483762437807399,4.944181280205216e-4,128
bvic,b0,-1.5647248396370737,0.3054422343372002,-5.122817553481024,3.010035694540043e-7,129
bvic,b1,-0.44191651928444714,0.11155636795482704,-3.9613742127512985,7.451963651445357e-5,129
bvic,b0,-1.662611934866353,0.39468783040443933,-4.212473268209621,2.5258961554244394e-5,130
bvic,b1,-0.5866004267942829,0.16833552522843934,-3.4847096357007126,4.926713608927792e-4,130
bvic,b0,-1.455888837345912,0.3700193272482868,-3.934629167002932,8.332524806777867e-5,131
bvic,b1,-0.6064378197326258,0.16366440822550576,-3.7053738580537474,2.1107915924567928e-4,131
bvic,b0,-1.2215615522617271,0.48227489581592936,-2.5329154862913756,0.011311822241009946,132
bvic,b1,-0.8187689968410066,0.24558338114691175,-3.333975585062926,8.561417228796792e-4,132
bvic,b0,-1.639536827965846,0.44389804797594545,-3.693498620779453,2.2118971043856854e-4,133
bvic,b1,-0.6687341314717843,0.19930825907733293,-3.355275564432636,7.928596257161425e-4,133
bvic,b0,-0.7921031951748949,0.8058210723423672,-0.9829765221606863,0.3256189938228469,134
bvic,b1,-1.176232113677897,0.4628044616854803,-2.5415314912786187,0.01103680033632895,134
bvic,b0,-2.04426765073615,0.3782224198560382,-5.404935147721423,6.483184583758956e-8,136
bvic,b1,-0.4337264271290908,0.13927694208400204,-3.114129450569769,0.0018448852794333372,136
bvic,b0,-1.8426296491941534,0.3583451506665244,-5.142052699099875,2.7175286114373634e-7,137
bvic,b1,-0.46502608853770905,0.1354748538311828,-3.432563869876434,5.979030348792028e-4,137
bvic,b0,-1.7725612008281773,0.3480869741503053,-5.092293973812357,3.5375703197608846e-7,138
bvic,b1,-0.46872718967529337,0.13445076389506527,-3.486236716669908,4.898673203485833e-4,138
bvic,b0,-1.9227440862543097,0.37547898962868825,-5.120776766113369,3.042796777044802e-7,139
bvic,b1,-0.47506541864978497,0.1472521092642177,-3.2262045075182226,0.0012544368885668662,139
bvic,b0,-1.976733932382363,0.40524325150923624,-4.877894758322236,1.072241052054765e-6,140
bvic,b1,-0.5098391186083467,0.16572681767731537,-3.0763827228074105,0.0020952871007592004,140
bvic,b0,-1.5380508771331871,0.3388981966709629,-4.538386135546435,5.66863905107488e-6,141
bvic,b1,-0.5258201147303174,0.13824104046528246,-3.803646970252446,1.4258133651992146e-4,141
bvic,b0,-1.8335391336545661,0.3580417716716661,-5.121020167825475,3.0388714026191964e-7,142
bvic,b1,-0.47243537835539556,0.13882238113896925,-3.40316434914382,6.661020012385618e-4,142
bvic,b0,-1.7281208057604331,0.40392529386255194,-4.278317877138141,1.883109725936811e-5,143
bvic,b1,-0.5776175845731026,0.16702104221069794,-3.4583521748381556,5.43490435252975e-4,143
bvic,b0,-1.586316422461035,0.37677756138971014,-4.210219994550763,2.551221395913331e-5,144
bvic,b1,-0.5787448267665509,0.1574368176116793,-3.676045003615579,2.368777533513653e-4,144
bvic,b0,-1.492995180783986,0.4091659959208964,-3.648874040531523,2.6339219971185273e-4,145
bvic,b1,-0.6565328838791348,0.18593870067401386,-3.530910356473678,4.1413207595517563e-4,145
bvic,b0,-2.28102404815851,0.3684856238485488,-6.190266052539497,6.006275043439558e-10,146
bvic,b1,-0.34968656703533585,0.12882659561717466,-2.7143973289061827,0.006639647805070729,146
