prot_point,prot_l,prot_u,loghimid,virus
0.9755305983686723,0.8544059672977181,0.9963213789328703,7.395,bvic
0.9770445475525177,0.8591085702298582,0.9966453508673196,7.481999999999999,bvic
0.9784668946038017,0.8630780623881091,0.9969564929835258,7.568999999999999,bvic
0.9798029331392115,0.8663884088248672,0.9972522787617515,7.656,bvic
0.9810576808986159,0.8691059631896956,0.9975307992853865,7.742999999999999,bvic
0.9822358904274567,0.8712898365474663,0.9977907514986116,7.829999999999999,bvic
0.9833420598316148,0.8729923735947356,0.9980313966544602,7.917,bvic
0.9843804435223313,0.8742596912128592,0.9982524976054403,8.004,bvic
0.9853550628812214,0.8751322439360016,0.9984542435648774,8.091,bvic
0.9862697167865639,0.8756453896434537,0.9986371699681422,8.177999999999999,bvic
0.987127991951985,0.8758299363937454,0.9988020795183606,8.264999999999999,bvic
0.9879332730374575,0.8757126576808018,0.9989499687840189,8.352,bvic
0.9886887525003115,0.8753167684924543,0.9990819630942975,8.439,bvic
0.9893974401607741,0.8746623584630165,0.9991992611087454,8.526,bvic
0.9900621724625209,0.8737667812722004,0.9993030893846593,8.613,bvic
0.9906856214139063,0.8726450014232352,0.9993946665267157,8.7,bvic
0.006036697651020773,6.124996887457712e-8,0.9983422188836868,0,h1pdm
0.006786919862920904,8.405901485986078e-8,0.9982030225340298,0.087,h1pdm
0.007629661709053104,1.1534953059388897e-7,0.9980523711562861,0.174,h1pdm
0.008576144473925962,1.582697508606401e-7,0.9978893562776548,0.261,h1pdm
0.009638900863748301,2.171339875678413e-7,0.9977130026893479,0.348,h1pdm
0.010831915226634958,2.97853386732605e-7,0.9975222644276949,0.43499999999999994,h1pdm
0.012170775286508229,4.085252832686237e-7,0.9973160206760263,0.522,h1pdm
0.013672835357129931,5.602392983972138e-7,0.9970930716230362,0.609,h1pdm
0.015357390658759296,7.681795269887104e-7,0.9968521343234068,0.696,h1pdm
0.017245861903185555,1.0531310399297666e-6,0.9965918386186242,0.7829999999999999,h1pdm
0.01936198871853101,1.4435382277300235e-6,0.9963107231905124,0.8699999999999999,h1pdm
0.02173202972529964,1.9783159610486933e-6,0.9960072318375314,0.957,h1pdm
0.024384966119071927,2.710687180496052e-6,0.9956797100848642,1.044,h1pdm
0.02735270443093729,3.71341912741574e-6,0.9953264022644178,1.131,h1pdm
0.03067027269245204,5.085964158602074e-6,0.9949454492308486,1.218,h1pdm
0.03437600249915729,6.964192228231525e-6,0.9945348869155248,1.305,h1pdm
0.03851168742475686,9.533647171933168e-6,0.9940926459630374,1.392,h1pdm
0.04312270588009626,1.3047589960457628e-5,0.9936165527457734,1.4789999999999999,h1pdm
0.048258093852597495,1.785153848210541e-5,0.9931043321127201,1.5659999999999998,h1pdm
0.05397055005149731,2.4416614245681423e-5,0.992553612300893,1.6529999999999998,h1pdm
0.06031635291756321,3.3384813284409454e-5,0.9919619325237783,1.7399999999999998,h1pdm
0.06735516589096413,4.5630399329255056e-5,0.9913267538535115,1.827,h1pdm
0.07514970450556835,6.234306063312989e-5,0.99064547413525506,1.914,h1pdm
0.08376523662689694,8.514039224727377e-5,0.9899154478169767,2.001,h1pdm
0.0932688859193016,1.162198097700573e-4,0.9891340117498093,2.088,h1pdm
0.1037287089763731,1.58563353470198e-4,0.9882985182183073,2.175,h1pdm
0.11521251914404518,2.1621323153153682e-4,0.9874063767018678,2.262,h1pdm
0.12778643564974523,2.946416518991857e-4,0.9864551061547855,2.3489999999999998,h1pdm
0.14151314597553066,4.0124581822520433e-4,0.985442399929914,2.436,h1pdm
0.15644988313894193,5.460082520548637e-4,0.9843662058672139,2.5229999999999997,h1pdm
0.17264613809469054,7.423741603672651e-4,0.9832248245309051,2.61,h1pdm
0.19014115084150518,0.0010084115842661223,0.9820170291136819,2.6969999999999996,h1pdm
0.20896125137559474,0.0013683364333854087,0.9807422111366015,2.784,h1pdm
0.22911715190432302,0.001854502514147538,0.9794005567556193,2.871,h1pdm
0.25060132227387577,0.0025099744426365644,0.9779932592253597,2.9579999999999997,h1pdm
0.27338560793478284,0.0033918150411929027,0.9765227738316732,3.045,h1pdm
0.2974192697202419,0.004575221268642293,0.974993122315177,3.1319999999999997,h1pdm
0.3226276326136779,0.00615862146509194,0.9734102543367593,3.219,h1pdm
0.34891152220960087,0.008269781351394556,0.9717824736533219,3.3059999999999996,h1pdm
0.37614763959510866,0.011072825580887513,0.9701209359904276,3.393,h1pdm
0.4041899769039944,0.014775821329352845,0.9684402234815884,3.4799999999999995,h1pdm
0.4328723087410651,0.01963813418597149,0.9667589959718597,3.5669999999999997,h1pdm
0.4620117142349096,0.0259760969060292,0.9651007108647313,3.654,h1pdm
0.49141299885224954,0.034164599248703076,0.9634943881234402,3.7409999999999997,h1pdm
0.5208738045143869,0.04463107350718143,0.9619753720570443,3.828,h1pdm
0.5501901316335296,0.057837270800563334,0.9605860019825223,3.9149999999999996,h1pdm
0.5791619565792625,0.07424377546080951,0.9593760442903067,4.002,h1pdm
0.6075986186653531,0.09425336084667657,0.9584026541605754,4.0889999999999995,h1pdm
0.6353236734164371,0.11813324661502445,0.9577295264796395,4.176,h1pdm
0.6621789602734482,0.14592383732012038,0.957424776527986,4.263,h1pdm
0.6880277055994632,0.17735171169549246,0.9575570048545385,4.35,h1pdm
0.7127565658511432,0.2117737335324611,0.9581890384145674,4.436999999999999,h1pdm
0.7362766003992522,0.2481808321932769,0.9593691484005341,4.524,h1pdm
0.7585232391748787,0.28527859755886564,0.9611202871202768,4.611,h1pdm
0.7794553700620033,0.3216377764884948,0.9634291019602264,4.6979999999999995,h1pdm
0.7990537109313028,0.35588061323006304,0.9662378540946643,4.784999999999999,h1pdm
0.8173186507842826,0.38685334343156663,0.9694430574812933,4.872,h1pdm
0.8342677456462311,0.4137406349250127,0.9729036140822306,4.959,h1pdm
0.8499330413554869,0.43610141212524933,0.9764581357913025,5.045999999999999,h1pdm
0.8643583717958488,0.4538339002017432,0.9799472836944848,5.133,h1pdm
0.8775967519493032,0.4670968346907397,0.9832346862412077,5.22,h1pdm
0.8897079543551956,0.47621766230606766,0.9862208550634641,5.3069999999999995,h1pdm
0.900756328183309,0.48161066318887336,0.9888478015053812,5.393999999999999,h1pdm
0.9108088941910638,0.4837159943510675,0.9910955749034585,5.481,h1pdm
0.9199337274397474,0.48296089241090423,0.9929739286477456,5.568,h1pdm
0.9281986231367393,0.4797389697568297,0.9945124608012945,5.654999999999999,h1pdm
0.9356700291501873,0.47440202565668266,0.9957516025648361,5.742,h1pdm
0.9424122210672524,0.46725940557326573,0.9967356172240064,5.829,h1pdm
0.9484866914227942,0.45858128443557333,0.9975078407747263,5.9159999999999995,h1pdm
0.9539517231543978,0.4486035548089443,0.9981078733480488,6.002999999999999,h1pdm
0.9588621177259442,0.43753299062415674,0.9985702374808841,6.09,h1pdm
0.9632690500804534,0.4255520116080972,0.9989240217347065,6.177,h1pdm
0.9672200251211757,0.41282276669816087,0.9991931170485143,6.263999999999999,h1pdm
0.9707589133800502,0.39949047196463194,0.9993967619853954,6.351,h1pdm
0.9739260466222879,0.3856860478155323,0.999550209817448,6.438,h1pdm
0.9767583571524993,0.37152814762150577,0.9996654046290822,6.5249999999999995,h1pdm
0.9792895474016035,0.3571246839365264,0.9997516053886046,6.611999999999999,h1pdm
0.9815502789105804,0.3425739558059697,0.9998159304295695,6.699,h1pdm
0.9835683720536079,0.32796547040830837,0.9998638149417023,6.786,h1pdm
0.9853690097542548,0.31338053928098697,0.9998993852020855,6.872999999999999,h1pdm
0.986974940057714,0.2988927160233662,0.9999257586572208,6.959999999999999,h1pdm
0.9884066737541508,0.2845681297502951,0.9999452808945754,7.047,h1pdm
0.9896826743333792,0.270465757139547,0.9999597105394603,7.1339999999999995,h1pdm
0.9908195384214659,0.256637665816414,0.9999703621371726,7.220999999999999,h1pdm
0.9918321655371108,0.2431292530558109,0.9999782157048525,7.308,h1pdm
0.9927339165393636,0.2299794963094416,0.999984000186334,7.395,h1pdm
0.9935367605450804,0.21722122581636605,0.9999882566844491,7.481999999999999,h1pdm
0.994251410397975,0.20488142445420454,0.9999913861536058,7.568999999999999,h1pdm
0.9948874469913471,0.1929815559524457,0.9999936852327741,7.656,h1pdm
0.9954534329006819,0.18153791952726728,0.9999953730789,7.742999999999999,h1pdm
0.9959570158845413,0.17056202680808885,0.9999966114036266,7.829999999999999,h1pdm
0.9964050228742432,0.16006099550076924,0.9999975193977481,7.917,h1pdm
0.9968035451043084,0.15003795345639415,0.9999981848236551,8.004,h1pdm
0.9971580150442311,0.1404924465717179,0.9999986722439725,8.091,h1pdm
0.9974732757839248,0.13142084412388955,0.9999990291154833,8.177999999999999,h1pdm
0.9977536435050632,0.12281673563087159,0.999999290295402,8.264999999999999,h1pdm
0.9980029636422385,0.1146713140326937,0.9999994813691948,8.352,h1pdm
0.9982246613043131,0.10697374082243549,0.9999996211052065,8.439,h1pdm
0.9984217864897785,0.09971148964830168,0.9999997232632782,8.526,h1pdm
0.9985970545919988,0.09287066580232273,0.9999997979260911,8.613,h1pdm
0.9987528826521603,0.08643629986360712,0.9999998524783308,8.7,h1pdm
