prot_point,prot_l,prot_u,loghimid,population,virus
0.9502864179972288,0.7950369580682388,0.9894957090241886,5.22,Exposed,H1N1pdm
0.9537148404731606,0.8164101594721412,0.9896347178813896,5.3069999999999995,Exposed,H1N1pdm
0.9569175460746642,0.8355485140713297,0.9898062055955074,5.393999999999999,Exposed,H1N1pdm
0.9599079562386534,0.8525725337495911,0.9900126359139565,5.481,Exposed,H1N1pdm
0.9626988891884248,0.8676233611082174,0.9902561625632313,5.568,Exposed,H1N1pdm
0.9653025593096299,0.8808540130446414,0.990538416840623,5.654999999999999,Exposed,H1N1pdm
0.9677305814585059,0.8924223358707004,0.9908602550041856,5.742,Exposed,H1N1pdm
0.9699939793929048,0.9024856415255668,0.9912214827266929,5.829,Exposed,H1N1pdm
0.9721031975993207,0.9111968516576525,0.9916205890119506,5.9159999999999995,Exposed,H1N1pdm
0.9740681158686441,0.9187018921116522,0.9920545370003375,6.002999999999999,Exposed,H1N1pdm
0.9758980660487253,0.9251380464636826,0.9925186678082951,6.09,Exposed,H1N1pdm
0.9776018504723117,0.930632986818933,0.9930067684958533,6.177,Exposed,H1N1pdm
0.979187761624101,0.9353042458458634,0.9935113315999847,6.263999999999999,Exposed,H1N1pdm
0.9806636026703551,0.9392589643695979,0.9940239938820823,6.351,Exposed,H1N1pdm
0.982036708528714,0.9425938259027231,0.9945360976709932,6.438,Exposed,H1N1pdm
0.9833139672046571,0.9453951526687906,0.9950392862037054,6.5249999999999995,Exposed,H1N1pdm
0.9845018411646929,0.9477391718868873,0.9955260377316016,6.611999999999999,Exposed,H1N1pdm
0.9856063885551032,0.9496924637423886,0.9959900636568231,6.699,Exposed,H1N1pdm
0.9866332841092322,0.9513125835313979,0.9964265335823329,6.786,Exposed,H1N1pdm
0.9875878396162644,0.9526488255582402,0.9968321296528142,6.872999999999999,Exposed,H1N1pdm
0.9884750238505133,0.9537430783453814,0.9972049616428124,6.959999999999999,Exposed,H1N1pdm
0.989299481882825,0.9546307151328707,0.9975443879851965,7.047,Exposed,H1N1pdm
0.9900655537151092,0.9553414693079597,0.997850788110336,7.1339999999999995,Exposed,H1N1pdm
0.990777292195606,0.9559002567049214,0.9981253232160309,7.220999999999999,Exposed,H1N1pdm
0.9914384801865617,0.9563279208319585,0.9983697111659579,7.308,Exposed,H1N1pdm
0.9920526469678406,0.9566418896955694,0.9985860302949116,7.395,Exposed,H1N1pdm
0.9926230838698888,0.9568567424638876,0.9987765582995192,7.481999999999999,Exposed,H1N1pdm
0.993152859137647,0.9569846905232916,0.9989436465430874,7.568999999999999,Exposed,H1N1pdm
0.9936448320337006,0.9570359810313921,0.9990896266691758,7.656,Exposed,H1N1pdm
0.994101666194356,0.9570192325865498,0.9992167447869549,7.742999999999999,Exposed,H1N1pdm
0.9945258422566219,0.9569417128188613,0.9993271180489847,7.829999999999999,Exposed,H1N1pdm
0.9949196697774084,0.9568095671149301,0.9994227086950991,7.917,Exposed,H1N1pdm
0.995285298468787,0.9566280067102014,0.9995053112356558,8.004,Exposed,H1N1pdm
0.9956247287749825,0.9564014632700575,0.9995765491704797,8.091,Exposed,H1N1pdm
0.9959398218180334,0.9561337159821139,0.9996378783572889,8.177999999999999,Exposed,H1N1pdm
0.9962323087398193,0.9558279961746147,0.9996905947895417,8.264999999999999,Exposed,H1N1pdm
0.9965037994685303,0.9554870735924381,0.9997358450921644,8.352,Exposed,H1N1pdm
0.9967557909376837,0.9551133277099186,0.9997746384907881,8.439,Exposed,H1N1pdm
0.9969896747855648,0.954708806831418,0.9998078593637882,8.526,Exposed,H1N1pdm
0.9972067445625139,0.9542752772129056,0.9998362797594379,8.613,Exposed,H1N1pdm
0.9974082024728635,0.9538142640151019,0.9998605714668464,8.7,Exposed,H1N1pdm
0.15981291129184383,3.7516316177144127e-4,0.9897333294684221,0,General,H1N1pdm
0.17301104517281196,4.481076660952654e-4,0.989860817954669,0.087,General,H1N1pdm
0.1870564791006588,5.352037751319427e-4,0.9899871785090905,0.174,General,H1N1pdm
0.20196368895251315,6.391879561303826e-4,0.990112431694085,0.261,General,H1N1pdm
0.21774070916188337,7.633230169566962e-4,0.9902365982806831,0.348,General,H1N1pdm
0.23438821591134462,9.114984013544047e-4,0.9903596992716709,0.43499999999999994,General,H1N1pdm
0.25189866010623385,0.001088349256121779,0.9904817559263511,0.522,General,H1N1pdm
0.2702554886626257,0.001299397654349277,0.9906027897870805,0.609,General,H1N1pdm
0.2894324954816099,0.001551219917358737,0.9907228227077408,0.696,General,H1N1pdm
0.3093933443232205,0.0018516446070862003,0.9908418768843127,0.7829999999999999,General,H1N1pdm
0.33009130413708043,0.0022099864594279373,0.9909599748877387,0.8699999999999999,General,H1N1pdm
0.35146923287948706,0.002637322290878319,0.9910771396992818,0.957,General,H1N1pdm
0.3734598382768366,0.0031468157200632563,0.9911933947486032,1.044,General,H1N1pdm
0.39598623347949646,0.0037540983735048217,0.9913087639548073,1.131,General,H1N1pdm
0.41896279249653945,0.004477716042581181,0.9914232717707253,1.218,General,H1N1pdm
0.4422962954381703,0.005339648949338804,0.9915369432307388,1.305,General,H1N1pdm
0.4658873379313673,0.006365915746209705,0.9916498040024684,1.392,General,H1N1pdm
0.48963196382931806,0.0075872709475363065,0.9917618804426933,1.4789999999999999,General,H1N1pdm
0.5134234667996411,0.009040004923773215,0.9918731996578974,1.5659999999999998,General,H1N1pdm
0.5371542957735145,0.01076685403865929,0.9919837895698818,1.6529999999999998,General,H1N1pdm
0.5607179925687552,0.012818025505091035,0.992093678986925,1.7399999999999998,General,H1N1pdm
0.5840110879117505,0.015252336448451809,0.9922028976810222,1.827,General,H1N1pdm
0.6069348847811538,0.018138458680078795,0.9923114764717843,1.914,General,H1N1pdm
0.6293970652154992,0.0215562487728711,0.9924194473176398,2.001,General,H1N1pdm
0.6513130677686911,0.025598125964237606,0.9925268434150398,2.088,General,H1N1pdm
0.6726071966240087,0.03037043680219642,0.9926336993064363,2.175,General,H1N1pdm
0.6932134387478259,0.03599471389237219,0.992740050997876,2.262,General,H1N1pdm
0.7130759810878411,0.042608695444030786,0.992845936087127,2.3489999999999998,General,H1N1pdm
0.7321494345029835,0.05036692212915861,0.9929513939033386,2.436,General,H1N1pdm
0.7503987838739695,0.059440669121381795,0.9930564656593147,2.5229999999999997,General,H1N1pdm
0.7677990939968351,0.07001690770429236,0.99316119461757,2.61,General,H1N1pdm
0.7843350080399237,0.08229593014355752,0.9932656262714176,2.6969999999999996,General,H1N1pdm
0.8000000794887345,0.09648722675706312,0.9933698085424189,2.784,General,H1N1pdm
0.8147959798141132,0.11280319526444627,0.9934737919955913,2.871,General,H1N1pdm
0.8287316229715002,0.13145031649880912,0.9935776300738226,2.9579999999999997,General,H1N1pdm
0.8418222447833872,0.15261757908043094,0.9936813793529643,3.045,General,H1N1pdm
0.854088470830332,0.17646220880545205,0.9937850998190536,3.1319999999999997,General,H1N1pdm
0.8655554012198324,0.20309317337226596,0.993888855169041,3.219,General,H1N1pdm
0.876251735000636,0.23255347723308162,0.9939927131362295,3.3059999999999996,General,H1N1pdm
0.8862089514407113,0.2648028749253081,0.9940967458413463,3.393,General,H1N1pdm
0.8954605601911095,0.299703195252061,0.994201030169715,3.4799999999999995,General,H1N1pdm
0.904041427719912,0.337008811477566,0.9943056481743082,3.5669999999999997,General,H1N1pdm
0.9119871834380335,0.37636472491799045,0.9944106875034652,3.654,General,H1N1pdm
0.9193337056970465,0.41731410897001753,0.9945162418506348,3.7409999999999997,General,H1N1pdm
0.9261166853077768,0.4593159717807018,0.9946224114215164,3.828,General,H1N1pdm
0.932371262357086,0.5017720051058165,0.994729303411222,3.9149999999999996,General,H1N1pdm
0.9381317308141567,0.5440600373521647,0.9948370324803282,4.002,General,H1N1pdm
0.9434313046292345,0.5855702299524006,0.9949457212136081,4.0889999999999995,General,H1N1pdm
0.9483019386464946,0.6257396150653138,0.9950555005384205,4.176,General,H1N1pdm
0.9527741975912244,0.6640809295494859,0.9951665100706745,4.263,General,H1N1pdm
0.9568771665704384,0.7002028433798371,0.9952788983443577,4.35,General,H1N1pdm
0.9606383968761069,0.7338202736681287,0.9953928228650419,4.436999999999999,General,H1N1pdm
0.9640838813432917,0.7647550918356407,0.9955084499077167,4.524,General,H1N1pdm
0.967238054044588,0.7929288074129698,0.9956259539537878,4.611,General,H1N1pdm
0.9701238096605467,0.8183495475061547,0.9957455166302583,4.6979999999999995,General,H1N1pdm
0.972762538425532,0.8410958301349512,0.9958673249753395,4.784999999999999,General,H1N1pdm
0.975174173089765,0.861299372809731,0.9959915688090939,4.872,General,H1N1pdm
0.9773772448476055,0.8791286657192376,0.9961184369365281,4.959,General,H1N1pdm
0.979388945650954,0.894774445523681,0.9962481118575224,5.045999999999999,General,H1N1pdm
0.9812251947505554,0.9084376579987437,0.996380762610592,5.133,General,H1N1pdm
0.9829007076854144,0.9203200651657097,0.9965165353489115,5.22,General,H1N1pdm
0.9844290662721232,0.9306173558022934,0.9966555412585228,5.3069999999999995,General,H1N1pdm
0.98582278843372,0.9395144460634941,0.9967978415112999,5.393999999999999,General,H1N1pdm
0.9870933969547827,0.9471825824612702,0.996943429140384,5.481,General,H1N1pdm
0.9882514864593698,0.9537778522340814,0.9970922080811909,5.568,General,H1N1pdm
0.9893067880849397,0.9594407392047928,0.9972439701794793,5.654999999999999,General,H1N1pdm
0.9902682314723508,0.9642964159393254,0.9973983717445918,5.742,General,H1N1pdm
0.9911440038131359,0.9684555213861155,0.9975549121735733,5.829,General,H1N1pdm
0.9919416057939457,0.9720152288654449,0.9977129181401728,5.9159999999999995,General,H1N1pdm
0.9926679043575404,0.9750604581997134,0.997871537552043,6.002999999999999,General,H1N1pdm
0.9933291822628689,0.977665126692718,0.9980297475428878,6.09,General,H1N1pdm
0.993931184476169,0.9798933669879154,0.9981863797956014,6.177,General,H1N1pdm
0.9944791614629063,0.9818006666442641,0.9983401642910678,6.263999999999999,General,H1N1pdm
0.994977909478719,0.9834349055935323,0.9984897893546063,6.351,General,H1N1pdm
0.995431807978032,0.9848372840634836,0.9986339723407165,6.438,General,H1N1pdm
0.9958448542731101,0.9860431451901333,0.998771532517494,6.5249999999999995,General,H1N1pdm
0.996220695585259,0.9870827034117878,0.9989014566803239,6.611999999999999,General,H1N1pdm
0.996562658634704,0.9879816922024276,0.9990229491922669,6.699,General,H1N1pdm
0.9968737769172346,0.9887619437398643,0.9991354611762433,6.786,General,H1N1pdm
0.9971568158147416,0.9894419101771702,0.999238697493782,6.872999999999999,General,H1N1pdm
0.9974142956838697,0.9900371328103541,0.9993326037791175,6.959999999999999,General,H1N1pdm
0.9976485130626719,0.9905606627310706,0.9994173382956684,7.047,General,H1N1pdm
0.997861560129768,0.9910234350230426,0.9994932344258152,7.1339999999999995,General,H1N1pdm
0.9980553425444124,0.9914345981556553,0.9995607593711932,7.220999999999999,General,H1N1pdm
0.9982315957893165,0.9918018005831978,0.9996204735802532,7.308,General,H1N1pdm
0.9983919001312612,0.9921314372411079,0.9996729940212791,7.395,General,H1N1pdm
0.9985376943076302,0.9924288593009424,0.9997189630579849,7.481999999999999,General,H1N1pdm
0.998670288040127,0.9926985510102669,0.999759023575172,7.568999999999999,General,H1N1pdm
0.9987908734701969,0.992944277639313,0.9997938002172487,7.656,General,H1N1pdm
0.9989005356041286,0.9931692085051156,0.9998238861246581,7.742999999999999,General,H1N1pdm
0.9990002618495216,0.9933760188078745,0.9998498343202818,7.829999999999999,General,H1N1pdm
0.9990909507187914,0.9935669736634717,0.9998721528368986,7.917,General,H1N1pdm
0.9991734197696847,0.9937439973111816,0.9998913027227806,8.004,General,H1N1pdm
0.9992484128473913,0.9939087300617422,0.9999076981655141,8.091,General,H1N1pdm
0.999316606687782,0.9940625751574695,0.9999217080995997,8.177999999999999,General,H1N1pdm
0.9993786169365588,0.9942067373595144,0.9999336587898566,8.264999999999999,General,H1N1pdm
0.9994350036346878,0.9943422547648126,0.9999438369981966,8.352,General,H1N1pdm
0.9994862762163674,0.9944700250878571,0.9999524934405878,8.439,General,H1N1pdm
0.9995328980619619,0.9945908274175481,0.9999598463225976,8.526,General,H1N1pdm
0.9995752906447996,0.9947053402727238,0.9999660848066961,8.613,General,H1N1pdm
0.9996138373074557,0.9948141566264592,0.9999713723145035,8.7,General,H1N1pdm
0.006614771371765027,2.633625921060201e-4,0.14406730055511396,0,Exposed,H3N2
0.0074764273557017535,3.1875997633667996e-4,0.15106940460683205,0.087,Exposed,H3N2
0.00844937003079893,3.8578570003822144e-4,0.15835571657604586,0.174,Exposed,H3N2
0.009547708338857208,4.6687278065304927e-4,0.16593235514077365,0.261,Exposed,H3N2
0.010787266993143918,5.649606049360489e-4,0.17380505378438438,0.348,Exposed,H3N2
0.012185774957725437,6.835993362568349e-4,0.18197910847669885,0.43499999999999994,Exposed,H3N2
0.013763068970768177,8.270754725456797e-4,0.1904593246613362,0.522,Exposed,H3N2
0.015541311621928955,0.0010005626873189621,0.19924996417843677,0.609,Exposed,H3N2
0.017545222844660868,0.0012103028293432017,0.20835469285468944,0.696,Exposed,H3N2
0.019802322829024166,0.001463822804708248,0.21777652960091987,0.7829999999999999,Exposed,H3N2
0.022343183255572607,0.0017701940195176125,0.2275177979707943,0.8699999999999999,Exposed,H3N2
0.025201682348016563,0.0021403421148654678,0.23758008125201902,0.957,Exposed,H3N2
0.02841525749134577,0.0025874158575619477,0.24796418228344264,1.044,Exposed,H3N2
0.03202514701376402,0.003127225218636287,0.2586700893177384,1.131,Exposed,H3N2
0.03607661014256014,0.0037787598037772874,0.26969694938034317,1.218,Exposed,H3N2
0.040619111088031956,0.0045647997758345715,0.2810430507123002,1.305,Exposed,H3N2
0.04570644968416937,0.005512632042386056,0.29270581602980084,1.392,Exposed,H3N2
0.05139681706020849,0.006654884489358359,0.3046818084900641,1.4789999999999999,Exposed,H3N2
0.05775275053567075,0.008030490011605718,0.3169667524269283,1.5659999999999998,Exposed,H3N2
0.06484095751225993,0.009685789432945513,0.32955557111739997,1.6529999999999998,Exposed,H3N2
0.07273197388330288,0.011675777298852497,0.34244244407210667,1.7399999999999998,Exposed,H3N2
0.08149961884463874,0.014065485849578452,0.3556208866206191,1.827,Exposed,H3N2
0.09122020559067423,0.01693148877472528,0.3690838549023039,1.914,Exposed,H3N2
0.10197146702388693,0.02036348576289304,0.3828238797927529,2.001,Exposed,H3N2
0.11383115828566781,0.02446589918158859,0.3968332338143563,2.088,Exposed,H3N2
0.12687530476312403,0.029359373021587976,0.41110413571542825,2.175,Exposed,H3N2
0.1411760764224127,0.0351820092112447,0.4256289981665824,2.262,Exposed,H3N2
0.156799287937885,0.04209010605500385,0.44040072490867366,2.3489999999999998,Exposed,H3N2
0.1738015498574692,0.05025807837191798,0.45541306464737097,2.436,Exposed,H3N2
0.19222712904583983,0.05987714322232385,0.4706610299019659,2.5229999999999997,Exposed,H3N2
0.21210461594823482,0.07115225960862304,0.48614138961224584,2.61,Exposed,H3N2
0.23344353953796104,0.08429673538200877,0.5018532440556142,2.6969999999999996,Exposed,H3N2
0.2562311142767285,0.0995238923457531,0.517798688528794,2.784,Exposed,H3N2
0.2804293415503383,0.11703525744183618,0.533983566499426,2.871,Exposed,H3N2
0.3059727140993319,0.13700498086140334,0.5504183003756151,2.9579999999999997,Exposed,H3N2
0.33276677872457516,0.1595606280514662,0.5671187633474342,3.045,Exposed,H3N2
0.3606877935541173,0.1847611883740885,0.5841071103374234,3.1319999999999997,Exposed,H3N2
0.3895836672694879,0.21257407350956303,0.6014124070644952,3.219,Exposed,H3N2
0.41927628864867517,0.2428539426870442,0.6190707665013369,3.3059999999999996,Exposed,H3N2
0.4495652503585005,0.2753271803174925,0.6371245046777089,3.393,Exposed,H3N2
0.4802328511818543,0.3095864554102431,0.6556195612393938,3.4799999999999995,Exposed,H3N2
0.5110501402059959,0.3450996505642663,0.6746001445817447,3.5669999999999997,Exposed,H3N2
0.5417836615090756,0.38123622345848973,0.6940994240128426,3.654,Exposed,H3N2
0.5722024842631221,0.4173115135640716,0.7141254568294464,3.7409999999999997,Exposed,H3N2
0.6020850725170426,0.45264558284201406,0.7346429105644144,3.828,Exposed,H3N2
0.6312255661879578,0.48662829679252795,0.755553806570766,3.9149999999999996,Exposed,H3N2
0.6594391071738247,0.5187779283136721,0.7766837506949492,4.002,Exposed,H3N2
0.6865659420830139,0.5487792827133994,0.7977816443040268,4.0889999999999995,Exposed,H3N2
0.7124741510064281,0.5764918121666669,0.8185379831960267,4.176,Exposed,H3N2
0.7370609733695859,0.6019279162834885,0.8386195210624704,4.263,Exposed,H3N2
0.7602528119015193,0.6252116133877077,0.8577105677433419,4.35,Exposed,H3N2
0.7820040827004515,0.6465321112106932,0.8755487795061027,4.436999999999999,Exposed,H3N2
0.8022951369748541,0.6661040373061329,0.891947110423277,4.524,Exposed,H3N2
0.8211295072139816,0.6841397430964711,0.9068000925309327,4.611,Exposed,H3N2
0.8385307304855405,0.7008335576918051,0.9200776428059302,4.6979999999999995,Exposed,H3N2
0.8545389802364718,0.7163550791554563,0.9318115348237573,4.784999999999999,Exposed,H3N2
0.8692077025337147,0.730848134002648,0.9420792231660585,4.872,Exposed,H3N2
0.8826004101043597,0.7444327225193575,0.9509882436033597,4.959,Exposed,H3N2
0.8947877437082069,0.7572081964857119,0.9586629168550046,5.045999999999999,Exposed,H3N2
0.9058448696395105,0.7692566778156459,0.9652339737801555,5.133,Exposed,H3N2
0.9158492472234289,0.7806462332478932,0.970831046156583,5.22,Exposed,H3N2
0.9248787723262375,0.791433615371252,0.9755776334765709,5.3069999999999995,Exposed,H3N2
0.9330102823073589,0.8016665343563613,0.9795880421009409,5.393999999999999,Exposed,H3N2
0.9403183939265615,0.8113854956859726,0.9829658015580774,5.481,Exposed,H3N2
0.9468746374777881,0.8206252653204554,0.9858031285551146,5.568,Exposed,H3N2
0.9527468466813237,0.8294160278063083,0.9881810936484756,5.654999999999999,Exposed,H3N2
0.9579987634701992,0.8377842972416232,0.9901702280267226,5.742,Exposed,H3N2
0.9626898187184371,0.8457536320914938,0.9918313793066572,5.829,Exposed,H3N2
0.9668750533164872,0.853345195593042,0.9932166828262844,5.9159999999999995,Exposed,H3N2
0.9706051481301495,0.8605781951572946,0.9943705590769909,6.002999999999999,Exposed,H3N2
0.9739265357880158,0.867470227159086,0.9953306804998634,6.09,Exposed,H3N2
0.9768815715865727,0.8740375478104251,0.9961288741251845,6.177,Exposed,H3N2
0.9795087448628741,0.8802952862848978,0.996791942609067,6.263999999999999,Exposed,H3N2
0.9818429158379361,0.8862576127044688,0.9973423969592166,6.351,Exposed,H3N2
0.9839155661241833,0.8919378708255197,0.997799101124411,6.438,Exposed,H3N2
0.9857550538089632,0.8973486831031137,0.9981778327906731,6.5249999999999995,Exposed,H3N2
0.9873868662951197,0.9025020341357193,0.9984917670329674,6.611999999999999,Exposed,H3N2
0.9888338659382582,0.9074093371889147,0.9987518905342606,6.699,Exposed,H3N2
0.9901165250166059,0.9120814874813484,0.9989673543450265,6.786,Exposed,H3N2
0.9912531477536735,0.9165289051239198,0.9991457729233157,6.872999999999999,Exposed,H3N2
0.9922600780351953,0.9207615699833549,0.9992934766783956,6.959999999999999,Exposed,H3N2
0.9931518921652484,0.9247890502552557,0.9994157245798098,7.047,Exposed,H3N2
0.993941576532236,0.928620526149585,0.9995168826794171,7.1339999999999995,Exposed,H3N2
0.9946406904384775,0.9322648097904738,0.9996005736833166,7.220999999999999,Exposed,H3N2
0.9952595146170433,0.935730362194588,0.9996698020371051,7.308,Exposed,H3N2
0.9958071861409569,0.9390253080044066,0.9997270583697129,7.395,Exposed,H3N2
0.9962918205432002,0.9421574485040929,0.9997744065860518,7.481999999999999,Exposed,H3N2
0.9967206220276165,0.9451342733279181,0.999813556408471,7.568999999999999,Exposed,H3N2
0.9970999826739465,0.9479629711780097,0.9998459237392486,7.656,Exposed,H3N2
0.9974355715353562,0.9506504397944808,0.9998726808466137,7.742999999999999,Exposed,H3N2
0.9977324145020671,0.9532032953627797,0.9998947980595855,7.829999999999999,Exposed,H3N2
0.9979949657664459,0.9556278814972204,0.999913078386395,7.917,Exposed,H3N2
0.9982271716779919,0.9579302779036475,0.9999281862416453,8.004,Exposed,H3N2
0.9984325277247327,0.9601163087960246,0.9999406712732588,8.091,Exposed,H3N2
0.9986141293233318,0.9621915511198658,0.9999509881166923,8.177999999999999,Exposed,H3N2
0.9987747170456949,0.9641613426185596,0.9999595127664359,8.264999999999999,Exposed,H3N2
0.9989167168564433,0.9660307897657564,0.9999665561395527,8.352,Exposed,H3N2
0.9990422758842746,0.9678047755772878,0.9999723753095511,8.439,Exposed,H3N2
0.9991532942015704,0.9694879673088892,0.9999771828082858,8.526,Exposed,H3N2
0.9992514530410297,0.9710848240407924,0.9999811543263257,8.613,Exposed,H3N2
0.9993382398357776,0.9725996041466024,0.9999844350861796,8.7,Exposed,H3N2
0.015603224693563567,8.1467172278471e-4,0.2355573566329371,0,General,H3N2
0.017545453353725704,9.758325514632737e-4,0.24614574760919627,0.087,General,H3N2
0.019724598850120234,0.0011687827520722172,0.2570589890689241,0.174,General,H3N2
0.0221682872461606,0.0013997615368632754,0.2682936880456741,0.261,General,H3N2
0.024907032849091237,0.0016762213524680325,0.27984519227011406,0.348,General,H3N2
0.02797445254638853,0.0020070594992361857,0.2917075491159923,0.43499999999999994,General,H3N2
0.031407471805346754,0.0024028922714356415,0.3038734744277878,0.522,General,H3N2
0.035246513812019376,0.0028763787305917665,0.3163343325079071,0.609,General,H3N2
0.039535660917922266,0.0034426021187971,0.32908012847231183,0.696,General,H3N2
0.04432277490504377,0.004119517789890614,0.3420995140834313,0.7829999999999999,General,H3N2
0.049659559595581326,0.004928477303024592,0.3553798080384567,0.8699999999999999,General,H3N2
0.05560154608695622,0.005894838860956875,0.368907031531317,0.957,General,H3N2
0.06220797750652596,0.007048674399696142,0.3826659597208746,1.044,General,H3N2
0.06954156685101309,0.008425583079691212,0.3966401895307582,1.131,General,H3N2
0.07766809849576095,0.01006761931415634,0.41081222398387307,1.218,General,H3N2
0.08665584173570295,0.012024340276803769,0.42516357304459207,1.305,General,H3N2
0.09657474378885633,0.014353972358549516,0.43967487071291,1.392,General,H3N2
