fit,se,fit_high,fit_low,loghimid,population,virus
0.08956110806972417,0.33270439372594435,0.1588356572574291,0.04874895496162168,4.35,Exposed,H1N1pdm
0.08394861457654179,0.3435021416881308,0.15230758967072777,0.04465443867228536,4.436999999999999,Exposed,H1N1pdm
0.07865745063460705,0.3543192006122288,0.14600597268398585,0.04088756157072759,4.524,Exposed,H1N1pdm
0.07367296022961589,0.36515385433953246,0.13992619485711377,0.03742475311734539,4.611,Exposed,H1N1pdm
0.06898068619638642,0.37600458187888586,0.13406349806980844,0.034243700436425883,4.6979999999999995,Exposed,H1N1pdm
0.06456643528095218,0.38687003074312537,0.12841299476792656,0.031323358483095864,4.784999999999999,Exposed,H1N1pdm
0.060416332763259306,0.3977489944912864,0.12296968601445035,0.028643942700820713,4.872,Exposed,H1N1pdm
0.056516867489577405,0.4086403937312653,0.11772847987847901,0.026186907706599483,4.959,Exposed,H1N1pdm
0.05285492817443482,0.4195432599830788,0.1126842097916968,0.023934915057636008,5.045999999999999,Exposed,H1N1pdm
0.04941783182394677,0.43045672191753115,0.1078316525804599,0.021871792710079663,5.133,Exposed,H1N1pdm
0.046193345109700634,0.44137999357596147,0.10316554594644323,0.019982488379600816,5.22,Exposed,H1N1pdm
0.04316969948839133,0.4523123642491065,0.09868060522233224,0.01825301865538531,5.3069999999999995,Exposed,H1N1pdm
0.040335600820167516,0.46325318975101365,0.09437153927339204,0.016670415402597283,5.393999999999999,Exposed,H1N1pdm
0.037680234190773265,0.4742018848704975,0.09023306545248788,0.015222670711404818,5.481,Exposed,H1N1pdm
0.03519326459120897,0.48515791682023285,0.08625992354655321,0.013898681410625446,5.568,Exposed,H1N1pdm
0.032864834055589376,0.4961207995340803,0.08244688867761085,0.012688193957818727,5.654999999999999,Exposed,H1N1pdm
0.030685555804578435,0.5070900886880889,0.0787887831421018,0.01158175034201836,5.742,Exposed,H1N1pdm
0.028646505889372897,0.5180653773409533,0.07528048718911906,0.010570635486937041,5.829,Exposed,H1N1pdm
0.02673921278053648,0.5290462921063961,0.07191694875178645,0.009646826518238227,5.9159999999999995,Exposed,H1N1pdm
0.024955645297700002,0.5400324897837163,0.06869319215690695,0.00880294415531191,6.002999999999999,Exposed,H1N1pdm
0.023288199230661166,0.5510236543841334,0.06560432584656795,0.008032206403137399,6.09,Exposed,H1N1pdm
0.021729682960043184,0.5620194945000234,0.0626455491519593,0.007328384650688413,6.177,Exposed,H1N1pdm
0.02027330234652902,0.573019740972028,0.059812158164542106,0.006685762226657288,6.263999999999999,Exposed,H1N1pdm
0.018912645121837324,0.5840241448156148,0.057099550753169304,0.006099095418980238,6.351,Exposed,H1N1pdm
0.01764166498201092,0.5950324753741951,0.05450323077799846,0.005563576929951797,6.438,Exposed,H1N1pdm
0.01645466555416286,0.6060445186705719,0.05201881155328836,0.005074801712026233,6.5249999999999995,Exposed,H1N1pdm
0.015346284381405395,0.6170600759324167,0.04964201861157114,0.004628735109383331,6.611999999999999,Exposed,H1N1pdm
0.014311477047146526,0.6280789622708012,0.04736869182140069,0.004221683215784533,6.699,Exposed,H1N1pdm
0.01334550153904479,0.6391010054936425,0.045194786910033646,0.0038502653491817584,6.786,Exposed,H1N1pdm
0.01244390293450448,0.6501260450383252,0.04311637644109245,0.003511388537105198,6.872999999999999,Exposed,H1N1pdm
0.011602498473445744,0.6611539310098183,0.04112965029560012,0.003202223903335466,6.959999999999999,Exposed,H1N1pdm
0.01081736307000214,0.672184523312363,0.03923091570285775,0.002920184845150775,7.047,Exposed,H1N1pdm
0.010084815302600858,0.6832176908643199,0.037416596865488705,0.0026629068910406506,7.1339999999999995,Exposed,H1N1pdm
0.009401403911347805,0.6942533108870634,0.03568323422071873,0.0024282291307631265,7.220999999999999,Exposed,H1N1pdm
0.008763894822641838,0.7052912682599278,0.034027483377585765,0.0022141771126631404,7.308,Exposed,H1N1pdm
0.00816925871326657,0.7163314549341786,0.03244611376737483,0.0020189471069718135,7.395,Exposed,H1N1pdm
0.007614659119741685,0.7273737693998238,0.03093600704215116,0.0018408916381564833,7.481999999999999,Exposed,H1N1pdm
0.00709744109328625,0.7384181161998062,0.029494155253865006,0.0016785061940851609,7.568999999999999,Exposed,H1N1pdm
0.006615120396254004,0.7494644054867482,0.02811765884414441,0.0015304170246778215,7.656,Exposed,H1N1pdm
0.006165373232201343,0.7605125526179768,0.026803724472601598,0.0013953699477150527,7.742999999999999,Exposed,H1N1pdm
0.005746026498769541,0.7715624777850386,0.025549662709249854,0.0012722200844695886,7.829999999999999,Exposed,H1N1pdm
0.005355048550168218,0.782614105674334,0.024352885614511655,0.0011599224527455432,7.917,Exposed,H1N1pdm
0.004990540454211434,0.7936673651558683,0.023210904228255114,0.0010575233497230885,8.004,Exposed,H1N1pdm
0.004650727727428361,0.804722188997452,0.022121325987366824,9.641524616246233e-4,8.091,Exposed,H1N1pdm
0.004333952530773844,0.8157785136019546,0.021081852089545716,8.790156416823569e-4,8.177999999999999,Exposed,H1N1pdm
0.004038666307749628,0.8268362787654823,0.020090274819287157,8.013883021098511e-4,8.264999999999999,Exposed,H1N1pdm
0.0037634228463402364,0.8378954274545588,0.01914447485040749,7.306093697998506e-4,8.352,Exposed,H1N1pdm
0.0035068717459721954,0.8489559056006011,0.018242418537965155,6.660757592600319e-4,8.439,Exposed,H1N1pdm
0.0032677522707083018,0.8600176619101418,0.017382155211031702,6.072373198567904e-4,8.526,Exposed,H1N1pdm
0.0030448875700479494,0.8710806476894142,0.016561814476464987,5.535922177754005e-4,8.613,Exposed,H1N1pdm
0.0028371792489922942,0.8821448166820473,0.01577960354264285,5.04682716221283e-4,8.7,Exposed,H1N1pdm
0.46494171172589593,0.21782649013425756,0.5711313274165954,0.36183796578209404,0,General,H1N1pdm
0.44540065891421887,0.20805465383520844,0.5469879178072106,0.3481794379647307,0.087,General,H1N1pdm
0.42602696453357825,0.19833068610701143,0.5226448044014953,0.33474513332025846,0.174,General,H1N1pdm
0.4068777300295975,0.18866198878358686,0.4982207223590861,0.3215498221748698,0.261,General,H1N1pdm
0.38800736888498677,0.17905751551607518,0.47383651163487195,0.3086064854312688,0.348,General,H1N1pdm
0.3694670209835522,0.16952818233176345,0.44961290331275383,0.2959261943135215,0.43499999999999994,General,H1N1pdm
0.3513040467609484,0.160087408116768,0.4256683514490024,0.2835179825272083,0.522,General,H1N1pdm
0.33356161032852594,0.1507518317012716,0.4021170102150883,0.2713887024728874,0.609,General,H1N1pdm
0.31627835729555565,0.14154226992648977,0.37906695061232776,0.259542854581982,0.696,General,H1N1pdm
0.29948818954191525,0.13248500474207991,0.3566187002860286,0.2479823760227169,0.7829999999999999,General,H1N1pdm
0.2832201358898653,0.12361351737567161,0.3348641747388136,0.2367063725663363,0.8699999999999999,General,H1N1pdm
0.26749831464437823,0.11497082136513105,0.3138860485360221,0.2257107770117298,0.957,General,H1N1pdm
0.2523419814352992,0.10661257310313435,0.2937575886255579,0.21498792334684613,1.044,General,H1N1pdm
0.2377656537797488,0.09861112824058112,0.27454293129012786,0.204526046861227,1.131,General,H1N1pdm
0.22377930232708576,0.09106059176724249,0.25629771255902356,0.19430877508615907,1.218,General,H1N1pdm
0.21038859785111064,0.08408252508120415,0.23906982762705586,0.18431479522960026,1.305,General,H1N1pdm
0.19759520268246766,0.07783105784950593,0.22289985516456068,0.17451811401929374,1.392,General,H1N1pdm
0.18539709537094506,0.07249440667269327,0.2078203242767549,0.16488967872868387,1.4789999999999999,General,H1N1pdm
0.17378891785827566,0.06828738772708626,0.1938526792398777,0.15540144938208666,1.5659999999999998,General,H1N1pdm
0.16276233524364148,0.06542827016866537,0.18100106702292906,0.146033744127248,1.6529999999999998,General,H1N1pdm
0.15230639925090605,0.06409768047947761,0.16924383690053513,0.13678491988662755,1.7399999999999998,General,H1N1pdm
0.14240790767678801,0.06439044680187755,0.15852685562895963,0.12767924240909634,1.827,General,H1N1pdm
0.1330517533388773,0.06628506262162331,0.14876444088045404,0.11876710779718436,1.914,General,H1N1pdm
0.1242212572884448,0.06965093183203297,0.1398500622151132,0.11011543851521599,2.001,General,H1N1pdm
0.1158984822544955,0.07428834346180675,0.13167208909124328,0.10179295398209531,2.088,General,H1N1pdm
0.10806452340395178,0.0799764123628905,0.12412715758042514,0.09385773042555023,2.175,General,H1N1pdm
0.10069977451166268,0.08650813826160943,0.11712720768853058,0.08635099034568883,2.262,General,H1N1pdm
0.09378416851708438,0.09370726934155765,0.11060082848964492,0.07929648157503677,2.3489999999999998,General,H1N1pdm
0.08729739219504451,0.10143179758006668,0.1044914203689129,0.07270293778535408,2.436,General,H1N1pdm
0.08121907528629324,0.10957066069029102,0.0987542952294701,0.0665675037323522,2.5229999999999997,General,H1N1pdm
0.07552895492540301,0.11803818322390866,0.09335385666371454,0.06087898952073889,2.61,General,H1N1pdm
0.07020701657877082,0.12676852371312863,0.08826127893081115,0.055620542719484356,2.6969999999999996,General,H1N1pdm
0.06523361297620967,0.1357109700831954,0.0834527392101091,0.05077169229873535,2.784,General,H1N1pdm
0.06058956269943261,0.14482623756884924,0.07890812187851992,0.04630985435748136,2.871,General,H1N1pdm
0.056256230193483026,0.15408365801306256,0.07461008554748216,0.042211417523975725,2.9579999999999997,General,H1N1pdm
0.05221558900636347,0.16345908092221423,0.07054339547917043,0.03845251365563973,3.045,General,H1N1pdm
0.04845027005039804,0.17293331517117924,0.06669444561463855,0.03500955729715727,3.1319999999999997,General,H1N1pdm
0.044943596627700866,0.18249097168672407,0.06305091472381363,0.03185961641118773,3.219,General,H1N1pdm
0.04167960788160907,0.19211960048143426,0.05960151719033557,0.02898066017024603,3.3059999999999996,General,H1N1pdm
0.038643072234763265,0.2018090432117401,0.0563358206895227,0.02635171711696116,3.393,General,H1N1pdm
0.03581949225997905,0.21155094385476264,0.05324411134832985,0.023952967950850224,3.4799999999999995,General,H1N1pdm
0.033195102308095414,0.22133837593276673,0.05031729279291064,0.021765790703040744,3.5669999999999997,General,H1N1pdm
0.030756860092413518,0.23116555618469525,0.04754680952785051,0.019772771393799182,3.654,General,H1N1pdm
0.028492433305822074,0.2410276228209437,0.044924587895015744,0.017957689894777862,3.7409999999999997,General,H1N1pdm
0.026390182227047587,0.2509204623982699,0.04244298981318806,0.016305488257479794,3.828,General,H1N1pdm
0.02443913915865359,0.26084057358570373,0.04009477586740995,0.014802226955886844,3.9149999999999996,General,H1N1pdm
0.022628985432811444,0.27078495914246636,0.03787307528075179,0.013435033140432151,4.002,General,H1N1pdm
0.02095002662229073,0.28075103963826437,0.035771360984823364,0.012192043984644019,4.0889999999999995,General,H1N1pdm
0.019393166503989145,0.2907365840568681,0.03378342849349225,0.011062347435353281,4.176,General,H1N1pdm
0.017949880240740734,0.30073965360600047,0.03190337763505491,0.010035922089032812,4.263,General,H1N1pdm
0.016612187173940973,0.3107585559304344,0.030125596451684777,0.009103577465283452,4.35,General,H1N1pdm
0.01537262355439084,0.3207918075758662,0.028444746759257344,0.008256895600733505,4.436999999999999,General,H1N1pdm
0.014224215481252411,0.33083810303912264,0.026855750995200323,0.007488174618454635,4.524,General,H1N1pdm
0.01316045226857876,0.34089628910882785,0.025353780080613064,0.00679037472125521,4.611,General,H1N1pdm
0.012175260414994171,0.35096534348098357,0.0239342420953621,0.006157066898276553,4.6979999999999995,General,H1N1pdm
0.011262978314149463,0.3610443568485608,0.022592771618225926,0.005582384512643257,4.784999999999999,General,H1N1pdm
0.010418331810993275,0.37113251782963996,0.021325219623478997,0.005060977845506853,4.872,General,H1N1pdm
0.009636410681129637,0.38122910022695794,0.0201276438542749,0.0045879716023313755,4.959,General,H1N1pdm
0.008912646087018139,0.3913334522118634,0.01899629961449134,0.004158925335782104,5.045999999999999,General,H1N1pdm
0.008242789045041388,0.4014449871042911,0.017927630936308336,0.0037697967022454204,5.133,General,H1N1pdm
0.007622889921028664,0.4115631754824343,0.016918262092181835,0.003416907442686856,5.22,General,H1N1pdm
0.007049278958290328,0.42168753840505707,0.015964989428109977,0.003096911960894122,5.3069999999999995,General,H1N1pdm
0.0065185478311607925,0.4318176415687052,0.015064773501001771,0.002806768361125145,5.393999999999999,General,H1N1pdm
0.006027532208176312,0.44195309025360596,0.014214731507125378,0.0025437118013267312,5.481,General,H1N1pdm
0.005573295301964931,0.45209352493745814,0.01341212999151542,0.0023052300161212624,5.568,General,H1N1pdm
0.005153112377476399,0.4622386174768948,0.012654377830169539,0.0020890408647443737,5.654999999999999,General,H1N1pdm
0.004764456186053145,0.4723880677731361,0.011939019478138801,0.001893071762261278,5.742,General,H1N1pdm
0.004404983289849063,0.4825416008520237,0.011263728477393542,0.0017154408571075086,5.829,General,H1N1pdm
0.004072521239050775,0.49269896429984633,0.010626301218781498,0.0015544398237822277,5.9159999999999995,General,H1N1pdm
0.003765056563085234,0.5028599260056023,0.010024650952575653,0.0014085181460344876,6.002999999999999,General,H1N1pdm
0.00348072353637241,0.5130242721679835,0.009456802042143386,0.0012762687728007371,6.09,General,H1N1pdm
0.0032177936790872552,0.523191805531709,0.008920884455187683,0.0011564150362761705,6.177,General,H1N1pdm
0.0029746659537165376,0.5333623438231092,0.008415128486876644,0.0010477987286480195,6.263999999999999,General,H1N1pdm
0.0027498576188687007,0.5435357183592838,0.007937859709011064,9.493692410741383e-4,6.351,General,H1N1pdm
0.002541995702720401,0.5537117728088463,0.007487494139214346,8.601736753482969e-4,6.438,General,H1N1pdm
0.002349809059622565,0.5638903620853963,0.007062533623958367,7.79347845302758e-4,6.5249999999999995,General,H1N1pdm
0.002172120974670788,0.5740713513574719,0.0066615614291032355,7.061080912984519e-4,6.611999999999999,General,H1N1pdm
0.002007842282441663,0.5842546151609755,0.006283238031510541,6.397438371317232e-4,6.699,General,H1N1pdm
0.001855964967560908,0.5944400366019401,0.0059262971051943225,5.796108243150133e-4,6.786,General,H1N1pdm
0.0017155562162767257,0.6046275066391235,0.0055895416954244714,5.251249639718347e-4,6.872999999999999,General,H1N1pdm
0.001585752889739056,0.6148169234372793,0.005271840574166742,4.757567515099037e-4,6.959999999999999,General,H1N1pdm
0.001465756391209383,0.6250081917831402,0.004972124770241004,4.310261938348381e-4,7.047,General,H1N1pdm
0.0013548279009327757,0.635201222557144,0.004689384267613894,3.9049820311087835e-4,7.1339999999999995,General,H1N1pdm
0.0012522839538807728,0.6453959322548146,0.0044226648652958556,3.5377841502415297e-4,7.220999999999999,General,H1N1pdm
0.0011574923370124557,0.6555922425524444,0.004171065192386414,3.205093931341052e-4,7.308,General,H1N1pdm
0.001069868284096942,0.6657900799123817,0.003933733871916423,2.903671842479083e-4,7.395,General,H1N1pdm
9.888709474710211e-4,0.6759893752237821,0.003709866827243058,2.6305819283811704e-4,7.481999999999999,General,H1N1pdm
9.140001274033915e-4,0.6861900634751668,0.0034987047248958847,2.3831634534610124e-4,7.568999999999999,General,H1N1pdm
8.447932409542114e-4,0.6963920834555622,0.0032995305479059933,2.1590051781428254e-4,7.656,General,H1N1pdm
7.808225133904001e-4,0.7065953774813523,0.0031116672938127365,1.9559220266029964e-4,7.742999999999999,General,H1N1pdm
7.216923763302407e-4,0.71679989114631,0.0029344757917025843,1.771933925871494e-4,7.829999999999999,General,H1N1pdm
6.670370578308882e-4,0.7270055730925449,0.002767352632809361,1.605246616003253e-4,7.917,General,H1N1pdm
6.165183506388061e-4,0.7372123748003614,0.002609728209373441,1.454234249266273e-4,8.004,General,H1N1pdm
5.698235457417544e-4,0.7474202503952297,0.002461064856645434,1.3174236128188355e-4,8.091,General,H1N1pdm
5.266635192564539e-4,0.7576291564702738,0.0023208550930934324,1.193479824395105e-4,8.177999999999999,General,H1N1pdm
4.86770961502736e-4,0.7678390519228362,0.002188619954059945,1.0811933643972704e-4,8.264999999999999,General,H1N1pdm
4.49898737895027e-4,0.7780498978038441,0.0020639074142930758,9.794683201769239e-5,8.352,General,H1N1pdm
4.1581837201010163e-4,0.7882616571788176,0.0019462908949582358,8.873117298313637e-5,8.439,General,H1N1pdm
3.8431864186627696e-4,0.7984742949994881,0.0018353678509153148,8.038239231411559e-5,8.526,General,H1N1pdm
3.5520428108992697e-4,0.8086877779850976,0.0017307584342214355,7.281897667354986e-5,8.613,General,H1N1pdm
3.282947772379474e-4,0.818902074512533,0.0016321042299918265,6.596707292072512e-5,8.7,General,H1N1pdm
0.7141065429113636,0.19478997466470066,0.785362408318858,0.6303297311790514,0,Exposed,H3N2
0.7035559297950396,0.18798758208743052,0.7742973763564818,0.6214811995726435,0.087,Exposed,H3N2
0.6927834637373051,0.181229422119311,0.7628498611473402,0.6125304805495002,0.174,Exposed,H3N2
0.6817965866743876,0.17452063344412228,0.7510265363313637,0.6034799845901125,0.261,Exposed,H3N2
0.6706036106021143,0.1678671355185203,0.738836480290076,0.5943319583176168,0.348,Exposed,H3N2
0.6592137103764188,0.1612757716151627,0.7262913287877797,0.5850884114921333,0.43499999999999994,Exposed,H3N2
0.6476369095947418,0.15475448124806038,0.713405421438323,0.5757510306726406,0.522,Exposed,H3N2
0.6358840593513391,0.14831250809039576,0.7001959414716543,0.5663210772308407,0.609,Exposed,H3N2
0.6239668097505896,0.14196065046057105,0.6866830487271238,0.5567992671575055,0.696,Exposed,H3N2
0.611897574161353,0.13571156227724462,0.672890006207174,0.5471856300054141,0.7829999999999999,Exposed,H3N2
0.5996894863004474,0.12958011277078652,0.6588433007147134,0.5374793445359204,0.8699999999999999,Exposed,H3N2
0.5873563503423374,0.12358381264982214,0.6445727577724197,0.527678549472218,0.957,Exposed,H3N2
0.5749125843627634,0.11774331193685787,0.6301116496906746,0.5177801296943799,1.044,Exposed,H3N2
0.5623731575337949,0.11208296880468233,0.6154967925398839,0.5077794819980779,1.131,Exposed,H3N2
0.5497535215939913,0.10663147715238616,0.6007686217487025,0.4976702713053571,1.218,Exposed,H3N2
0.5370695372173371,0.1014225200670226,0.5859712255423801,0.48744419948821427,1.305,Exposed,H3N2
0.5243373959957733,0.09649538262118372,0.5711522986617072,0.4770908265103412,1.392,Exposed,H3N2
0.5115735388300235,0.09189540680082423,0.5563629543746071,0.466597508768143,1.4789999999999999,Exposed,H3N2
0.4987945715898233,0.08767410306576616,0.5416573013287707,0.4559495516693276,1.5659999999999998,Exposed,H3N2
0.48601717895572927,0.08388865560432766,0.5270916589680998,0.44513070692345635,1.6529999999999998,Exposed,H3N2
0.4732580373889792,0.08060049852968461,0.5127232660852645,0.43412416466983206,1.7399999999999998,Exposed,H3N2
0.4605337281923848,0.07787265130187347,0.49860835915595936,0.4229141688628697,1.827,Exposed,H3N2
0.4478606516235202,0.07576565786522248,0.4847995959070871,0.4114882857469935,1.914,Exposed,H3N2
0.43525494300153944,0.0743323323738332,0.47134299712216254,0.3998401577608498,2.001,Exposed,H3N2
0.4227323917114174,0.07361203701797257,0.45827484533477036,0.3879723094592966,2.088,Exposed,H3N2
0.4103083639553152,0.07362570193318367,0.44561919961160334,0.37589835122926796,2.175,Exposed,H3N2
0.39799773003167127,0.07437292255780956,0.4333866987429893,0.3636439130517164,2.262,Exposed,H3N2
0.3858147968404384,0.0758320174322374,0.42157503779583483,0.3512459273899393,2.3489999999999998,Exposed,H3N2
0.37377324621986885,0.07796302815638749,0.4101710081755746,0.33875037445451794,2.436,Exposed,H3N2
0.3618860796188976,0.08071275168275124,0.399153539591254,0.32620905413323187,2.5229999999999997,Exposed,H3N2
0.3501655695020903,0.08402046442686777,0.38849699709492136,0.31367613333677724,2.61,Exposed,H3N2
0.3386232177740117,0.08782314179206371,0.3781741034486398,0.3012050996525697,2.6969999999999996,Exposed,H3N2
0.32726972139933597,0.09205946805933975,0.3681581403356292,0.28884646817231774,2.784,Exposed,H3N2
0.31611494528659156,0.09667245066680348,0.35842436134063793,0.27664630822648806,2.871,Exposed,H3N2
0.3051679023993997,0.10161080360817838,0.34895072899713897,0.26464547672422634,2.9579999999999997,Exposed,H3N2
0.29443674096146566,0.10682941418584739,0.3397181580955969,0.2528793743184995,3.045,Exposed,H3N2
0.2839287385321617,0.11228921450477847,0.3307104434990965,0.24137804407475472,3.1319999999999997,Exposed,H3N2
0.2736503026496623,0.11795671785161822,0.3219140133301004,0.23016646931494256,3.219,Exposed,H3N2
0.2636069776693092,0.12380340266717092,0.3133176048004598,0.2192649706145967,3.3059999999999996,Exposed,H3N2
0.2538034573668482,0.12980505911184803,0.30491192303469983,0.2086896386683339,3.393,Exposed,H3N2
0.24424360282973145,0.13594116324170666,0.29668931650383523,0.19845276638329423,3.4799999999999995,Exposed,H3N2
0.23493046512479354,0.14219431067874555,0.2886434852227293,0.1885632610227631,3.5669999999999997,Exposed,H3N2
0.22586631220701525,0.14854972146966874,0.28076922735966636,0.1790270278013143,3.654,Exposed,H3N2
0.2170526595212241,0.15499481649863656,0.27306222409207737,0.16984732228625576,3.7409999999999997,Exposed,H3N2
0.20849030374569366,0.1615188600987301,0.26551885965774336,0.16102507203457783,3.828,Exposed,H3N2
0.2001793591327763,0.16811266111497244,0.2581360723847673,0.15255916928867264,3.9149999999999996,Exposed,H3N2
0.19211929591589316,0.17476832413266224,0.2509112322617376,0.14444673702996202,4.002,Exposed,H3N2
0.18430898027330278,0.18147904299543316,0.2438420408634936,0.13668337070435033,4.0889999999999995,Exposed,H3N2
0.17674671536593112,0.18823892957184654,0.23692644990801903,0.12926335774688202,4.176,Exposed,H3N2
0.1694302829980162,0.19504287169642517,0.23016259523889915,0.12217987678407283,4.263,Exposed,H3N2
0.16235698548431132,0.20188641516020597,0.22354874353048182,0.11542517814921205,4.35,Exposed,H3N2
0.15552368734502187,0.20876566548718492,0.21708324946550606,0.1089907471370688,4.436999999999999,Exposed,H3N2
0.14892685648858273,0.21567720598105092,0.21076452152607705,0.10286745125743568,4.524,Exposed,H3N2
0.14256260458190717,0.22261802915913032,0.20459099486848742,0.09704567261925845,4.611,Exposed,H3N2
0.13642672634710362,0.22958547921638123,0.19856111002592503,0.09151542648193889,4.6979999999999995,Exposed,H3N2
0.1305147375621818,0.2365772035948365,0.19267329640791508,0.08626646694001383,4.784999999999999,Exposed,H3N2
0.12482191158040601,0.24359111208725856,0.18692595974906112,0.08128838065455435,4.872,Exposed,H3N2
0.1193433142182414,0.25062534219124616,0.1813174728093635,0.07657066950324198,4.959,Exposed,H3N2
