fit,se,fit_high,fit_low,loghimid,virus
0.012246683752523468,0.47839791287801237,0.03069334650318023,0.004831185610481237,5.22,bvic
0.01173003743962342,0.4900287230139672,0.03007967020090796,0.004522121336535401,5.3069999999999995,bvic
0.011234938785520066,0.5017058529972228,0.029480487855766846,0.004232362035200943,5.393999999999999,bvic
0.010760509607257274,0.5134261424050717,0.028895259134229634,0.003960761731906737,5.481,bvic
0.010305905815419014,0.5251867017533338,0.02832348110437166,0.0037062343102016726,5.568,bvic
0.009870316232150733,0.5369848851806239,0.027764684432509346,0.003467751599835256,5.654999999999999,bvic
0.009452961438010776,0.5488182662290506,0.02721843004171376,0.003244341314757704,5.742,bvic
0.009053092648085959,0.5606846163407594,0.026684306170011274,0.003035084890103179,5.829,bvic
0.008669990617660384,0.5725818857386412,0.026161925775082473,0.002839115258209124,5.9159999999999995,bvic
0.008302964577604932,0.5845081864021775,0.025650924239901562,0.0026556145961806887,6.002999999999999,bvic
0.00795135119953494,0.5964617768865139,0.025150957340247193,0.0024838120712136202,6.09,bvic
0.007614513590693206,0.6084410487651063,0.024661699440505114,0.0023229816046218543,6.177,bvic
0.007291840318414233,0.620444514504285,0.024182841888874207,0.00217243967114511,6.263999999999999,bvic
0.006982744463955304,0.6324707966023758,0.02371409158706206,0.002031543146463921,6.351,bvic
0.006686662705405744,0.6445186178471031,0.023255169712965595,0.0018996872128309583,6.438,bvic
0.006403054429324984,0.6565867925632883,0.02280581057772013,0.0017763033302262698,6.5249999999999995,bvic
0.006131400870707626,0.6686742187387396,0.0223657606009926,0.0016608572783796127,6.611999999999999,bvic
0.0058712042808267695,0.6807798709300175,0.02193477739051297,0.001552847273304181,6.699,bvic
0.005621987122465866,0.6929027938617573,0.021512628913665677,0.0014518021606040321,6.786,bvic
0.0053832912920220855,0.7050420966436522,0.021099092750528903,0.0013572796866689885,6.872999999999999,bvic
0.005154677367926519,0.7171969475382867,0.020693955419098575,0.0012688648479746156,6.959999999999999,bvic
0.004935723884810561,0.7293665692209268,0.02029701176459653,0.001186168317951708,7.047,bvic
0.0047260266328301714,0.741550234479286,0.019908064405774084,0.001108824950309839,7.1339999999999995,bvic
0.004525197981535056,0.7537472623073161,0.019526923231980242,0.0010364923572449003,7.220999999999999,bvic
0.004332866227673926,0.7659570143523554,0.01915340494553186,9.688495605933989e-4,7.308,bvic
0.0041486749663061095,0.7781788916795963,0.018787332644565113,9.055957137380499e-4,7.395,bvic
0.003972282484591361,0.7904123318218828,0.018428535442128413,8.464488918694668e-4,7.481999999999999,bvic
0.0038033611776281395,0.8026568060864102,0.01807684811776078,7.911449480677568e-4,7.568999999999999,bvic
0.0036415969857072072,0.8149118170930393,0.017732110798247547,7.39436432587115e-4,7.656,bvic
0.003486688852353037,0.8271768965216759,0.017394168664606857,6.910915726718869e-4,7.742999999999999,bvic
0.003338348202525987,0.8394516030486174,0.017062871682706815,6.458933102228004e-4,7.829999999999999,bvic
0.0031962984403709482,0.8517355204538946,0.01673807435519281,6.036383946389501e-4,7.917,bvic
0.003060274465893409,0.8640282558835388,0.016419635492667006,5.641365281954247e-4,8.004,bvic
0.0029300222099649664,0.8763294382523867,0.016107418002279328,5.272095613663152e-4,8.091,bvic
0.0028052981870620997,0.8886387167745101,0.015801288692094295,4.926907355641275e-4,8.177999999999999,bvic
0.0026858690651523354,0.9009557596096837,0.015501118089765842,4.604239708352331e-4,8.264999999999999,bvic
0.0025715112521564887,0.9132802526154759,0.015206780274210296,4.3026319613903574e-4,8.352,bvic
0.0024620104984243163,0.9256118981955788,0.014918152719102462,4.0207171991413215e-4,8.439,bvic
0.0023571615146761316,0.9379504142359384,0.014635116147141303,3.7572163872856557e-4,8.526,bvic
0.002256767604870147,0.950295533121052,0.014357554394135441,3.5109328190052747e-4,8.613,bvic
0.0021606403134746266,0.9626470008235578,0.014085354282061036,3.2807469006634893e-4,8.7,bvic
0.07418124283143845,0.5289497721376869,0.1843055798362414,0.027628511248928955,0,h1pdm
0.07118326859665225,0.512906919979107,0.17316295357521716,0.027280257461980817,0.087,h1pdm
0.06829751703196763,0.49703967536595756,0.16260658918165616,0.0269272519168805,0.174,h1pdm
0.06552050056980241,0.4813654042625394,0.15262392001076475,0.02656890575314841,0.261,h1pdm
0.06284878241635694,0.46590358354629413,0.14320041919344273,0.02620457233945983,0.348,h1pdm
0.06027898096394091,0.45067608002779397,0.13431995623981974,0.025833542137632115,0.43499999999999994,h1pdm
0.05780777365722545,0.4357074617959367,0.12596513280339927,0.025455037667530656,0.522,h1pdm
0.05543190034646395,0.4210253420253891,0.11811759409673417,0.025068208876537934,0.609,h1pdm
0.05314816616037543,0.4066607532059533,0.1107583134156016,0.024672129357356187,0.696,h1pdm
0.05095344393079415,0.39264854638209196,0.10386784801067261,0.024265794043541233,0.7829999999999999,h1pdm
0.048844676200447745,0.37902780499774097,0.09742656512794057,0.023848119251118738,0.8699999999999999,h1pdm
0.04681887684432262,0.3658422558348617,0.09141483741796275,0.02341794623090021,0.957,h1pdm
0.0448731323340571,0.3531406498192674,0.08581320710064033,0.02297404974497319,1.044,h1pdm
0.0430046026736951,0.3409770727815988,0.08060251829943255,0.02251515356058431,1.131,h1pdm
0.041210522033945485,0.32941113062272215,0.07576401689046264,0.022039955115141008,1.218,h1pdm
0.03948819911085666,0.31850793553861684,0.07127941715627706,0.02154716185411565,1.305,h1pdm
0.037835017233553314,0.30833780214482687,0.06713093465695308,0.02103554172885813,1.392,h1pdm
0.03624843424438562,0.29897554861465225,0.06330128526099754,0.020503989850553794,1.4789999999999999,h1pdm
0.034725982173550496,0.29049929486121195,0.05977365148722913,0.01995161207166596,1.5659999999999998,h1pdm
0.03326526672896413,0.28298866614723217,0.056531619450663206,0.019377824065758498,1.6529999999999998,h1pdm
0.03186396662088398,0.2765223557476267,0.053559092892872195,0.01878246119918414,1.7399999999999998,h1pdm
0.030519832739538844,0.2711750808908215,0.05084019480180657,0.018165890351829916,1.827,h1pdm
0.029230687202809746,0.2670140800998504,0.04835917127944622,0.01752911056509643,1.914,h1pdm
0.027994422289823184,0.26409543096103394,0.04610031533903092,0.01687382623884115,2.001,h1pdm
0.026808999275182988,0.2624605828403921,0.044047928633515254,0.016202476143836297,2.088,h1pdm
0.02567244717747541,0.2621335568805367,0.04218633544290473,0.015518205056657575,2.175,h1pdm
0.024582861434632508,0.2631192295296259,0.040499955366206764,0.014824772576891854,2.262,h1pdm
0.023538402517745638,0.2654029756072557,0.038973430478449145,0.014126404249596103,2.3489999999999998,h1pdm
0.022537294493971016,0.2689517302074971,0.037591792046417716,0.013427600668637907,2.436,h1pdm
0.02157782354827198,0.2737162949287569,0.036340644430060354,0.012732927598091193,2.5229999999999997,h1pdm
0.020658336472895722,0.2796345297793985,0.03520634166559222,0.012046812183931443,2.61,h1pdm
0.019777239132685254,0.28663498318918357,0.034176135606944325,0.011373366861188172,2.6969999999999996,h1pdm
0.018932994913573253,0.2946405269786914,0.033238281720782914,0.010716255265793007,2.784,h1pdm
0.018124123160911387,0.3035716552911315,0.03238209712528173,0.010078605896800874,2.871,h1pdm
0.017349197613622858,0.31334923465937065,0.03159797292734212,0.009462971749783056,2.9579999999999997,h1pdm
0.01660684483956043,0.32389661781890877,0.03087734800797748,0.008871328994410121,3.045,h1pdm
0.015895742676885982,0.3351411320845926,0.03021265385680516,0.008305105272253699,3.1319999999999997,h1pdm
0.015214618685752135,0.34701501552937963,0.02959724032940725,0.007765227878595127,3.219,h1pdm
0.014562248614086393,0.35945590383003595,0.02902529106477103,0.007252183194846551,3.3059999999999996,h1pdm
0.013937454880825872,0.3724069760372107,0.028491735493873405,0.006766080515704931,3.393,h1pdm
0.013339105079526625,0.3858168581225947,0.02799216244079117,0.006306715320700262,3.4799999999999995,h1pdm
0.012766110504905837,0.3996393667164188,0.027522738587065443,0.00587362875027897,3.5669999999999997,h1pdm
0.01221742470450582,0.4138331572686141,0.027080133679665885,0.005466161420237703,3.654,h1pdm
0.01169204205736396,0.428361323986909,0.026661453335444785,0.005083500722071199,3.7409999999999997,h1pdm
0.011188996381266136,0.44319098471000645,0.02626417959005689,0.004724721450623304,3.828,h1pdm
0.010707359569905872,0.45829287270928815,0.02588611889204162,0.004388820038831787,3.9149999999999996,h1pdm
0.010246240261016837,0.47364094906536275,0.025525356986422,0.004074742928751207,4.002,h1pdm
0.009804782536336099,0.48921204328434353,0.02518022000879494,0.003781409726079432,4.0889999999999995,h1pdm
0.009382164654048397,0.5049855256983576,0.024849241074921813,0.0035077318174138172,4.176,h1pdm
0.008977597814187943,0.5209430124713738,0.02453113166869325,0.0032526271087740533,4.263,h1pdm
0.008590324957307827,0.5370681023186467,0.024224757179618583,0.0030150314937953393,4.35,h1pdm
0.00821961959658346,0.5533461430434424,0.023929116004015705,0.0027939075958867132,4.436999999999999,h1pdm
0.00786478468339169,0.5697640254714706,0.02364332169195027,0.0025882512603621066,4.524,h1pdm
0.0075251515062817464,0.5863100021570113,0.023366587688669394,0.002397096205935867,4.611,h1pdm
0.007200078623163408,0.602973528228855,0.02309821428153369,0.0022195171832523064,4.6979999999999995,h1pdm
0.006888950826438256,0.6197451218586977,0.02283757741961634,0.0020546319327860996,4.784999999999999,h1pdm
0.0065911781407296255,0.6366162420155878,0.02258411912272973,0.0019016021859754595,4.872,h1pdm
0.006306194852786162,0.6535791813819852,0.022337339239709375,0.0017596339116736637,4.959,h1pdm
0.006033458573087569,0.6706269725274564,0.0220967883528157,0.0016279769744190764,5.045999999999999,h1pdm
0.005772449328618978,0.6877533056512611,0.021862061656659604,0.001505924341008158,5.133,h1pdm
0.005522668686240961,0.7049524564072608,0.021632793666823247,0.0013928109467020722,5.22,h1pdm
0.00528363890604755,0.7222192225097059,0.02140865363592581,0.0012880123114360487,5.3069999999999995,h1pdm
0.005054902124066785,0.7395488679850145,0.021189341573916942,0.0011909429790200043,5.393999999999999,h1pdm
0.0048360195636439895,0.7569370740826535,0.020974584785368955,0.0011010548379442042,5.481,h1pdm
0.0046265707748152085,0.7743798959885251,0.02076413484998263,0.0010178353705810883,5.568,h1pdm
0.004426152900977587,0.7918737245982398,0.020557764983797355,9.40805867837291e-4,5.654999999999999,h1pdm
0.004234379972138047,0.8094152527068404,0.020355267728087267,8.695196383604609e-4,5.742,h1pdm
0.004050882224027164,0.8270014450576049,0.020156452920878865,8.035602348906989e-4,5.829,h1pdm
0.003875305442350818,0.844629511766996,0.019961145912743117,7.42539715051338e-4,5.9159999999999995,h1pdm
0.003707310331456659,0.8622968847071409,0.019769185994151783,6.86096949569448e-4,6.002999999999999,h1pdm
0.003546571906696272,0.8800011964827243,0.019580425006449742,6.338959874278016e-4,6.09,h1pdm
0.003392778909756755,0.8977402616870379,0.01939472611252624,5.856244846500491e-4,6.177,h1pdm
0.0032456332462577064,0.9155120601632157,0.019211962706657593,5.409922011598844e-4,6.263999999999999,h1pdm
0.003104849444901747,0.9333147220322728,0.01903201744588945,4.997295683629721e-4,6.351,h1pdm
0.00297015413748436,0.9511465142802981,0.018854781387768416,4.615863286698829e-4,6.438,h1pdm
0.002841285559079809,0.9690058287236681,0.018680153221317775,4.2633024706884015e-4,6.5249999999999995,h1pdm
0.002717993067725133,0.9868911711940803,0.01850803857992589,3.937458939753391e-4,6.611999999999999,h1pdm
0.0026000366829446175,1.0048011518050244,0.018338349426329947,3.636334979345568e-4,6.699,h1pdm
0.002487186642462391,1.0227344761784862,0.018171003501176397,3.35807866235438e-4,6.786,h1pdm
0.0023792229764751927,1.0406899375255634,0.01800592382774613,3.100973711446242e-4,6.872999999999999,h1pdm
0.0022759350988589278,1.0586664094875866,0.017843038266387556,2.8634299919871875e-4,6.959999999999999,h1pdm
0.002177121414710048,1.0766628396555793,0.017682279113023558,2.643974608266264e-4,7.047,h1pdm
0.002082588943630448,1.094678243695649,0.01752358273679888,2.441243574741181e-4,7.1339999999999995,h1pdm
0.001992152958182447,1.1127117000164353,0.01736688925255303,2.2539740334914793e-4,7.220999999999999,h1pdm
0.0019056366369555322,1.1307623449221504,0.017212142224323435,2.0809969891177893e-4,7.308,h1pdm
0.0018228707317043957,1.1488293682012631,0.017059288396550465,1.9212305325877477e-4,7.395,h1pdm
0.0017436932480312528,1.1669120091065504,0.016908277450041753,1.773673526095365e-4,7.481999999999999,h1pdm
0.0016679491391003998,1.1850095526872166,0.016759061780112883,1.6373997217944414e-4,7.568999999999999,h1pdm
0.0015954900118929638,1.2031213264381646,0.01661159629460851,1.5115522881581356e-4,7.656,h1pdm
0.001526173845520895,1.2212466972353286,0.01646583822978198,1.3953387187426447e-4,7.742999999999999,h1pdm
0.001459864721134907,1.2393850685293766,0.016321746982235208,1.288026099194317e-4,7.829999999999999,h1pdm
0.0013964325629809426,1.2575358777730503,0.01617928395532331,1.1889367094786163e-4,7.917,h1pdm
0.0013357528901669635,1.275698594060056,0.01603841241860471,1.0974439394695334e-4,8.004,h1pdm
0.0012777065787246134,1.293872715955735,0.015899097379076355,1.0129684971194042e-4,8.091,h1pdm
0.0012221796335574187,1.312057769501799,0.01576130546306198,9.349748896558818e-5,8.177999999999999,h1pdm
0.001169062969886725,1.3302533063792403,0.015625004807749643,8.62968159242028e-5,8.264999999999999,h1pdm
0.00111825220381645,1.3484589022151419,0.015490164961478925,7.964908557622774e-5,8.352,h1pdm
0.0010696474516547205,1.366674155020548,0.015356756791967352,7.351202303096382e-5,8.439,h1pdm
0.001023153137638566,1.384898683747837,0.015224752401756358,6.784656340297346e-5,8.526,h1pdm
9.786778097269355e-4,1.4031321269571702,0.015094125050223894,6.261661079265401e-5,8.613,h1pdm
9.361339631346333e-4,1.4213741415826142,0.014964849081581577,5.7788815015613615e-5,8.7,h1pdm
