loghi,prob_type,prob_lb,prob_med,prob_ub,prob_lb_prior,prob_med_prior,prob_ub_prior
0,inf,0.4395640590950042,0.48504031932482206,0.5933349898152485,0.002150971194516018,0.4563913362127415,0.9711823006087718
0,prot,1.2591688519639211e-5,0.0017097565876539877,0.04112347854598257,8.881784197001252e-16,3.0865419353709456e-7,0.9908554712193198
0.087,inf,0.4394022398614825,0.48477158416148347,0.5921678415041763,0.001492765985022486,0.452607170573718,0.9707924378637246
0.087,prot,1.635732516699351e-5,0.001992462550278351,0.044589752279953515,1.3322676295501878e-15,4.730390228968595e-7,0.9938459059681682
0.174,inf,0.43919894888119737,0.4845302690921566,0.5905533245653702,0.0010276013828308598,0.4479155924953916,0.9703798193497944
0.174,prot,2.112581043102469e-5,0.002320903599514146,0.04843750089098072,2.220446049250313e-15,7.549692474517755e-7,0.9962516342820595
0.261,inf,0.43894441846014587,0.4842388932931911,0.5887525534185243,6.839339022973189e-4,0.44280636969942805,0.9698407364157164
0.261,prot,2.7438704766441502e-5,0.002706361041994565,0.05260716388306097,2.886579864025407e-15,1.1488606383447397e-6,0.997849589940282
0.348,inf,0.43878628080740434,0.4838899966116641,0.587100578147138,3.7837745594107304e-4,0.4373369614382157,0.969196222441998
0.348,prot,3.538513944321698e-5,0.0031559639038495346,0.05723871671517133,3.9968028886505635e-15,1.7473747193075262e-6,0.9987299121450568
0.43499999999999994,inf,0.43849151851800433,0.4834761161773689,0.5851515698047901,2.15352396357477e-4,0.43003683735442466,0.9687194626589892
0.43499999999999994,prot,4.5770878764705985e-5,0.0036786059456899167,0.06218941494728913,5.10702591327572e-15,2.715567500644056e-6,0.9992827294023418
0.522,inf,0.43820145291173185,0.4830133060625429,0.58274292932545535,1.1910784121987259e-4,0.42364241551402726,0.968258713691094
0.522,prot,5.9285037712000785e-5,0.004290718924229053,0.06717129197012463,6.877831637552875e-15,4.166601659416624e-6,0.9995989430440332
0.609,inf,0.4378880233885572,0.48253483416695564,0.580470568057238,6.337838061841485e-5,0.41677020167854373,0.9677632650254049
0.609,prot,7.652675271404842e-5,0.0050011636105966595,0.07261199666599213,8.881784197001252e-15,6.486847414555186e-6,0.9997864908694706
0.696,inf,0.4375683895116853,0.4819820812552361,0.5774345917902934,3.185104676233211e-5,0.4083968521811601,0.9673766508540581
0.696,prot,9.817690431052353e-5,0.005820260882406059,0.07895307654365813,1.0436096431476471e-14,9.80502134201311e-6,0.9998996253077057
0.7829999999999999,inf,0.437060774843399,0.48136942126087945,0.5750706022992366,1.5080387226693293e-5,0.39937535094910337,0.9670117712015397
0.7829999999999999,prot,1.2645080150385792e-4,0.006778374344904081,0.08570114387013558,1.2656542480726785e-14,1.4648344622059106e-5,0.9999510892068975
0.8699999999999999,inf,0.4364471321934914,0.4806534610991497,0.5719158424781351,6.91263988054909e-6,0.3905380588494798,0.9662855109871006
0.8699999999999999,prot,1.6359570046808048e-4,0.007900661075344872,0.09261312006337695,1.3988810110276972e-14,2.2259323936346664e-5,0.9999768620236713
0.957,inf,0.4356524203160054,0.4798432451307263,0.5682120702403085,3.290740729619436e-6,0.3817076573613649,0.9655936490809844
0.957,prot,2.1198029228524653e-4,0.009196653808396626,0.10021275267344992,1.4876988529977098e-14,3.452036651352408e-5,0.9999893051293534
1.044,inf,0.4348934336478408,0.4789359520714291,0.5646923384724344,1.60300447576802e-6,0.37165102040377607,0.9647112085227004
1.044,prot,2.7440707938068134e-4,0.010695669993235568,0.10832093883513469,1.532107773982716e-14,5.34589814028541e-5,0.9999948667154163
1.131,inf,0.43380988408388627,0.47789354788132765,0.5612908244854345,6.996747867134418e-7,0.3598906255368287,0.9640314159206064
1.131,prot,3.5182717005899096e-4,0.01246818749174572,0.11671109100161975,1.642574964932922e-14,8.130474221074158e-5,0.9999977740393473
1.218,inf,0.432575196108388,0.47669969765578657,0.557330125320806,2.922017437097503e-7,0.3489896043082614,0.9629795523563146
1.218,prot,4.526937571224327e-4,0.014517313398842102,0.12607310087266468,1.598166043947916e-14,1.2398977067107353e-4,0.9999990697033087
1.305,inf,0.43107144764888605,0.475421704209744,0.5528165071373325,1.220459130007928e-7,0.33682864175510785,0.962286185745843
1.305,prot,5.840018939651443e-4,0.01687678209213156,0.13615292796116407,1.620370504440419e-14,1.9418165327356185e-4,0.9999996224341593
1.392,inf,0.42944184394707147,0.47399488673628254,0.548399383044295,4.995806256796089e-8,0.3242045846702538,0.9612256725109735
1.392,prot,7.54260661845963e-4,0.01965468579979418,0.14708008583510546,1.5765166949677223e-14,2.980942806701803e-4,0.9999998430424661
1.4789999999999999,inf,0.4273470509205294,0.4723574661127359,0.5433807583714018,1.9632184905510854e-8,0.3094847164267296,0.960325312225106
1.4789999999999999,prot,9.766412233545158e-4,0.02287468704268386,0.15857592654872865,1.4876988529977098e-14,4.680580197105044e-4,0.9999999395517609
1.5659999999999998,inf,0.4248036291363132,0.47045384333003804,0.5384692596811815,7.702238538983181e-9,0.2950564779380532,0.9595693869702072
1.5659999999999998,prot,0.0012590614083597355,0.02658390719894016,0.17077501657158106,1.4205303600078908e-14,7.182623420941558e-4,0.9999999776031949
1.6529999999999998,inf,0.42172078380724504,0.4683382405163261,0.5334911881540289,2.909647046737253e-9,0.28064272179911054,0.9581951952456568
1.6529999999999998,prot,0.001628579693209592,0.030841383221373198,0.18354691930622183,1.3322676295501878e-14,0.0011203285523436746,0.9999999913711964
1.7399999999999998,inf,0.41824518346086026,0.46584069211930623,0.5283761357958998,1.0805192443677064e-9,0.2662167105296044,0.9574031250264909
