logHI,prob_type,prob_lb,prob_med,prob_ub,prob_lb_prior,prob_med_prior,prob_ub_prior
0,inf,0.03770127443897609,0.08068819771932187,0.15045151777243207,0.002227222432860273,0.4546678964667952,0.969874682513266
0,prot,3.5859093472367937e-13,1.6977390155159533e-5,0.7993740302178962,6.661338147750939e-16,3.131274481926738e-7,0.9915680520821721
0.075,inf,0.03751822041917849,0.08062140898780604,0.14970762580924757,0.0015711938229783342,0.4513061395632819,0.9696199392571314
0.075,prot,5.06233943653456e-13,2.0702908292258293e-5,0.8032236958392819,1.1102230246251565e-15,4.534884872620104e-7,0.993820445890106
0.15,inf,0.037373514939598805,0.08055320018931332,0.14898386389467652,0.0011185833934731911,0.44794871801920066,0.9692830884368488
0.15,prot,7.540190694044216e-13,2.528419675856819e-5,0.8072339002343933,1.5543122344752192e-15,6.515017776376197e-7,0.9960611567307736
0.22499999999999998,inf,0.03712451174361848,0.08046444377280612,0.1483696617513048,7.743650495634443e-4,0.4435188390806155,0.9689517354850424
0.22499999999999998,prot,1.1373568753469963e-12,3.0827526316667964e-5,0.8124245670135952,1.9984014443252818e-15,9.481671928157631e-7,0.9974278080333635
0.3,inf,0.03684628888303562,0.0803690100181072,0.14765406117778856,4.7322017449708274e-4,0.4390619194278659,0.9686149000584637
0.3,prot,1.7159051957094123e-12,3.7566418781942446e-5,0.8162355079211803,2.6645352591003757e-15,1.3801071971908385e-6,0.9984788050168089
0.375,inf,0.03667115475109659,0.08026758341317805,0.14691547517514497,2.95215385841157e-4,0.43395545254339496,0.9681348233629148
0.375,prot,2.555616829269525e-12,4.596811355134234e-5,0.8197756132827239,3.552713678800501e-15,2.001175525012666e-6,0.999119734881677
0.44999999999999996,inf,0.03647771324735488,0.08018526834266446,0.14602465292611683,1.666508193114903e-4,0.42811711566286514,0.9677486901670914
0.44999999999999996,prot,3.6247338464079406e-12,5.601709711533509e-5,0.8237792775190637,4.440892098500626e-15,2.880892564338655e-6,0.9994907099854758
