name,level,loghi_lb,loghi_med,loghi_ub,hi_lb,hi_med,hi_ub
hanam-hi-exp-h1pdm,0.5,0.7092008367180824,2.9765015468001366,3.6843912675976753,2.032366416860523,19.61906008056118,39.82087481366125
hanam-hi-exp-h3,0.5,3.0323238112032413,3.619960229843855,4.044806677848101,20.745384977217,37.33608293067867,57.10014624391565
hanam-hi-gen-h1pdm,0.5,-1.3356149196624756,2.3621879518032074,3.073920914903283,0.2629964040629023,10.614149312407326,21.62653244689103
hanam-hi-gen-h3,0.5,0.3074856474995613,2.8763596899807453,3.4649739507585764,1.3600012889427877,17.74954159547233,31.97562682145896
kiddyvaxmain-bvic,0.5,-8.986277878284454,3.2064856961369514,5.582930939272046,1.2511492059180364e-4,24.692157822022484,265.84965421489846
kiddyvaxmain-h1pdm,0.5,-100,3.5408727824687958,100,3.720075976020836e-44,34.49701444507529,26881171418161356e27
